paper_id,tag,accuracy,macro_f1,precision_f,recall_f,f1_f,precision_f?,recall_f?,f1_f?,precision_t,recall_t,f1_t,precision_false,recall_false,f1_false,precision_true,recall_true,f1_true
4,uninformative,0.78125,0.4994934143870314,0.8493150684931506,0.9117647058823529,0.8794326241134752,0.0,0.0,0.0,0.7647058823529411,0.52,0.6190476190476191,,,,,,
4,SDB,0.5416666666666666,0.5398692810457516,,,,,,,,,,0.5918367346938775,0.5471698113207547,0.5686274509803921,0.48936170212765956,0.5348837209302325,0.5111111111111111
4,overest. others,0.65625,0.4882894524309481,,,,,,,,,,0.7763157894736842,0.7866666666666666,0.7814569536423841,0.2,0.19047619047619047,0.1951219512195122
4,underest. own,0.7708333333333334,0.4761904761904762,,,,,,,,,,0.948051948051948,0.8021978021978022,0.8690476190476191,0.05263157894736842,0.2,0.08333333333333333
4,academic integrity,0.7395833333333334,0.49227840067696216,,,,,,,,,,0.8414634146341463,0.8518518518518519,0.8466257668711656,0.14285714285714285,0.13333333333333333,0.13793103448275862
4,info asymmetry,0.6666666666666666,0.5282555282555282,,,,,,,,,,0.8055555555555556,0.7631578947368421,0.7837837837837838,0.25,0.3,0.2727272727272727
4,privacy concerns,0.9583333333333334,0.48936170212765956,,,,,,,,,,0.968421052631579,0.989247311827957,0.9787234042553191,0.0,0.0,0.0
4,self-report bias,0.84375,0.4576271186440678,,,,,,,,,,0.9878048780487805,0.8526315789473684,0.9152542372881356,0.0,0.0,0.0
4,network effect,0.9583333333333334,0.48936170212765956,,,,,,,,,,0.989247311827957,0.968421052631579,0.9787234042553191,0.0,0.0,0.0
4,truthful,0.9583333333333334,0.48936170212765956,,,,,,,,,,0.9787234042553191,0.9787234042553191,0.9787234042553191,0.0,0.0,0.0
