<<<<<<< Updated upstream
paper_id,tag,accuracy,cohen_kappa,krippendorff_alpha,macro_f1,precision_0,recall_0,f1_0,precision_0.5,recall_0.5,f1_0.5,precision_1,recall_1,f1_1
4,uninformative,0.8020833333333334,0.546832298136646,0.5450804339693229,0.5847157708471578,0.8840579710144928,0.8970588235294118,0.8905109489051095,0.125,0.3333333333333333,0.18181818181818182,0.7894736842105263,0.6,0.6818181818181818
4,SDB,0.90625,0.8125,0.811989990207812,0.905994995103906,0.9583333333333334,0.8679245283018868,0.9108910891089109,,,,0.8541666666666666,0.9534883720930233,0.9010989010989011
4,overest_others,0.9270833333333334,0.7829457364341086,0.782910676788887,0.8914553383944435,0.9473684210526315,0.96,0.9536423841059603,,,,0.85,0.8095238095238095,0.8292682926829268
4,underest_own,0.8541666666666666,0.2406779661016949,0.2186046511627906,0.6093023255813953,0.9753086419753086,0.8681318681318682,0.9186046511627907,,,,0.2,0.6,0.3
4,academic_integrity,0.9375,0.775175644028103,0.7749999999999999,0.8875,0.9746835443037974,0.9506172839506173,0.9625,,,,0.7647058823529411,0.8666666666666667,0.8125
4,info_asymmetry,0.9270833333333334,0.7829457364341086,0.782910676788887,0.8914553383944435,0.96,0.9473684210526315,0.9536423841059603,,,,0.8095238095238095,0.85,0.8292682926829268
4,self_report_bias,0.8958333333333334,0.1504424778761061,0.11111111111111105,0.5555555555555556,1.0,0.8947368421052632,0.9444444444444444,,,,0.09090909090909091,1.0,0.16666666666666666
4,truthful,0.9895833333333334,0.6619718309859155,0.6613756613756614,0.8306878306878307,0.9894736842105263,1.0,0.9947089947089947,,,,1.0,0.5,0.6666666666666666
=======
paper_id,tag,accuracy,macro_f1,kappa,precision_0,recall_0,f1_0,precision_0.5,recall_0.5,f1_0.5,precision_1,recall_1,f1_1
4,uninformative,0.7708333333333334,0.5143773501437735,0.4752795031055901,0.855072463768116,0.8676470588235294,0.8613138686131386,0.0,0.0,0.0,0.7894736842105263,0.6,0.6818181818181818
4,SDB,0.5520833333333334,0.5508649766075508,0.10416666666666663,0.6041666666666666,0.5471698113207547,0.5742574257425742,,,,0.5,0.5581395348837209,0.5274725274725275
4,overest_others,0.6354166666666666,0.45727669197221776,-0.0852713178294573,0.7631578947368421,0.7733333333333333,0.7682119205298014,,,,0.15,0.14285714285714285,0.14634146341463414
4,underest_own,0.8333333333333334,0.5534883720930233,0.1322033898305085,0.9629629629629629,0.8571428571428571,0.9069767441860465,,,,0.13333333333333333,0.4,0.2
4,academic_integrity,0.7291666666666666,0.5125,0.025761124121779888,0.8481012658227848,0.8271604938271605,0.8375,,,,0.17647058823529413,0.2,0.1875
4,info_asymmetry,0.6770833333333334,0.5193022128896785,0.03875968992248058,0.8,0.7894736842105263,0.7947019867549668,,,,0.23809523809523808,0.25,0.24390243902439024
4,self_report_bias,0.875,0.4666666666666667,-0.019469026548672774,0.9882352941176471,0.8842105263157894,0.9333333333333333,,,,0.0,0.0,0.0
4,truthful,0.96875,0.49206349206349204,-0.014084507042253502,0.9789473684210527,0.9893617021276596,0.9841269841269841,,,,0.0,0.0,0.0
4,AVERAGE,0.7552083333333334,0.5083174703045503,0.08216819027833026,,,,,,,,,
>>>>>>> Stashed changes
