paper_id,tag,accuracy,macro_f1,precision_f,recall_f,f1_f,precision_f?,recall_f?,f1_f?,precision_t,recall_t,f1_t,precision_false,recall_false,f1_false,precision_true,recall_true,f1_true
4,uninformative,0.7395833333333334,0.5190883190883191,0.8870967741935484,0.8088235294117647,0.8461538461538461,0.0,0.0,0.0,0.8,0.64,0.7111111111111111,,,,,,
4,SDB,0.5416666666666666,0.5398692810457516,,,,,,,,,,0.5918367346938775,0.5471698113207547,0.5686274509803921,0.48936170212765956,0.5348837209302325,0.5111111111111111
4,overest. others,0.6458333333333334,0.4631578947368421,,,,,,,,,,0.7662337662337663,0.7866666666666666,0.7763157894736842,0.15789473684210525,0.14285714285714285,0.15
4,underest. own,0.7604166666666666,0.5043771043771044,,,,,,,,,,0.9594594594594594,0.7802197802197802,0.8606060606060606,0.09090909090909091,0.4,0.14814814814814814
4,academic integrity,0.7291666666666666,0.4864197530864197,,,,,,,,,,0.8395061728395061,0.8395061728395061,0.8395061728395061,0.13333333333333333,0.13333333333333333,0.13333333333333333
4,info asymmetry,0.6458333333333334,0.5277777777777778,,,,,,,,,,0.8088235294117647,0.7236842105263158,0.7638888888888888,0.25,0.35,0.2916666666666667
4,privacy concerns,0.9583333333333334,0.48936170212765956,,,,,,,,,,0.968421052631579,0.989247311827957,0.9787234042553191,0.0,0.0,0.0
4,self-report bias,0.625,0.38461538461538464,,,,,,,,,,0.9836065573770492,0.631578947368421,0.7692307692307693,0.0,0.0,0.0
4,network effect,0.9583333333333334,0.48936170212765956,,,,,,,,,,0.989247311827957,0.968421052631579,0.9787234042553191,0.0,0.0,0.0
4,truthful,0.96875,0.49206349206349204,,,,,,,,,,0.9789473684210527,0.9893617021276596,0.9841269841269841,0.0,0.0,0.0
