"","Subject","Comp","Period","Inv","OtherInv","Payoff","OtherPayoff"
"615",688,1,3,22,2,-34.8220000000001,-8.022
"616",688,1,14,14,28,63.42,-26.782
"617",688,1,23,12,28,57.688,-36.328
"618",688,1,25,12,28,57.688,-36.328
"619",688,1,10,10,0,-1.06000000000001,-27.35
"620",688,1,13,10,28,49.732,-45.83
"621",688,1,12,10,28,49.732,-45.83
"622",688,1,15,14,14,27.706,27.706
"623",688,1,17,12,28,57.688,-36.328
"624",688,1,19,12,28,57.688,-36.328
"625",688,1,22,10,14,23.258,17.898
"626",688,1,21,12,28,57.688,-36.328
"627",688,1,24,14,12,22.78,26.594
"628",688,1,11,12,28,57.688,-36.328
"629",688,1,20,12,12,22.328,22.328
"630",688,1,18,12,22,44.098,2.34799999999993
"631",689,1,30,0,14,-26.782,-5.85199999999998
"632",689,1,6,4,10,-3.302,5.66799999999999
"633",689,1,4,2,20,-9.164,-23.078
"634",689,1,7,2,12,-13.292,1.658
"635",689,1,5,2,10,-14.214,2.28199999999999
"636",689,1,29,12,12,22.328,22.328
"637",689,1,2,2,18,-10.262,-13.558
"638",689,1,3,2,22,-8.022,-34.8220000000001
"639",689,1,13,28,10,-45.83,49.732
"640",689,1,28,28,12,-36.328,57.688
"641",689,1,27,14,14,27.706,27.706
"642",689,1,26,18,12,17.012,35.258
"643",689,1,1,2,18,-10.262,-13.558
"644",689,1,8,6,14,9.914,8.26600000000002
"645",689,1,16,28,12,-36.328,57.688
"646",689,1,9,0,14,-26.782,-5.85199999999998
"647",689,1,17,28,12,-36.328,57.688
"648",689,1,10,0,10,-27.35,-1.06000000000001
"649",689,1,14,28,14,-26.782,63.42
"650",689,1,25,28,12,-36.328,57.688
"651",689,1,24,12,14,26.594,22.78
"652",689,1,18,22,12,2.34799999999993,44.098
"653",689,1,22,14,10,17.898,23.258
"654",689,1,15,14,14,27.706,27.706
"655",689,1,12,28,10,-45.83,49.732
"656",689,1,21,28,12,-36.328,57.688
"657",689,1,23,28,12,-36.328,57.688
"658",689,1,20,12,12,22.328,22.328
"659",689,1,11,28,12,-36.328,57.688
"660",689,1,19,28,12,-36.328,57.688
"661",690,1,9,18,14,23.258,37.69
"662",690,1,7,16,14,26.594,32.676
"663",690,1,6,12,14,26.594,22.78
"664",690,1,8,14,16,32.676,26.594
"665",690,1,30,14,12,22.78,26.594
"666",690,1,29,12,14,26.594,22.78
"667",690,1,10,10,18,30.602,10.81
"668",690,1,4,10,12,19.652,18.106
"669",690,1,28,14,14,27.706,27.706
"670",690,1,3,6,12,7.628,9.794
"671",690,1,26,10,14,23.258,17.898
"672",690,1,5,8,12,14.752,13.928
"673",690,1,11,8,12,14.752,13.928
"674",690,1,1,8,2,0.682000000000007,-15.092
"675",690,1,12,10,20,34.34,3.93000000000003
"676",690,1,17,12,14,26.594,22.78
"677",690,1,2,2,10,-14.214,2.28199999999999
"678",690,1,14,16,12,21.008,30.904
"679",690,1,27,12,12,22.328,22.328
"680",690,1,25,10,28,49.732,-45.83
"681",690,1,13,14,12,22.78,26.594
"682",690,1,22,12,14,26.594,22.78
"683",690,1,16,14,14,27.706,27.706
"684",690,1,15,14,12,22.78,26.594
"685",690,1,19,16,12,21.008,30.904
"686",690,1,18,16,14,26.594,32.676
"687",690,1,23,18,14,23.258,37.69
"688",690,1,21,12,12,22.328,22.328
"689",690,1,24,10,16,26.908,15.466
"690",690,1,20,10,16,26.908,15.466
"691",691,1,11,12,8,13.928,14.752
"692",691,1,12,20,10,3.93000000000003,34.34
"693",691,1,7,14,16,32.676,26.594
"694",691,1,8,16,14,26.594,32.676
"695",691,1,4,12,10,18.106,19.652
"696",691,1,30,12,14,26.594,22.78
"697",691,1,6,14,12,22.78,26.594
"698",691,1,14,12,16,30.904,21.008
"699",691,1,10,18,10,10.81,30.602
"700",691,1,13,12,14,26.594,22.78
"701",691,1,5,12,8,13.928,14.752
"702",691,1,29,14,12,22.78,26.594
"703",691,1,9,14,18,37.69,23.258
"704",691,1,15,12,14,26.594,22.78
"705",691,1,28,14,14,27.706,27.706
"706",691,1,27,12,12,22.328,22.328
"707",691,1,3,12,6,9.794,7.628
"708",691,1,19,12,16,30.904,21.008
"709",691,1,22,14,12,22.78,26.594
"710",691,1,16,14,14,27.706,27.706
"711",691,1,2,10,2,2.28199999999999,-14.214
"712",691,1,26,14,10,17.898,23.258
"713",691,1,18,14,16,32.676,26.594
"714",691,1,23,14,18,37.69,23.258
"715",691,1,25,28,10,-45.83,49.732
"716",691,1,17,14,12,22.78,26.594
"717",691,1,1,2,8,-15.092,0.682000000000007
"718",691,1,20,16,10,15.466,26.908
"719",691,1,21,12,12,22.328,22.328
"720",691,1,24,16,10,15.466,26.908
"721",692,1,11,26,26,41.914,41.914
"722",692,1,10,26,26,41.914,41.914
"723",692,1,6,26,26,41.914,41.914
"724",692,1,9,26,26,41.914,41.914
"725",692,1,12,26,26,41.914,41.914
"726",692,1,13,26,26,41.914,41.914
"727",692,1,8,26,26,41.914,41.914
"728",692,1,4,26,26,41.914,41.914
"729",692,1,5,26,26,41.914,41.914
"730",692,1,30,26,18,5.57799999999996,61.658
"731",692,1,14,26,26,41.914,41.914
"732",692,1,7,26,26,41.914,41.914
"733",692,1,28,26,26,41.914,41.914
"734",692,1,29,26,26,41.914,41.914
"735",692,1,3,26,18,5.57799999999996,61.658
"736",692,1,26,26,26,41.914,41.914
"737",692,1,15,26,26,41.914,41.914
"738",692,1,27,26,26,41.914,41.914
"739",692,1,2,26,28,51.108,31.418
"740",692,1,1,26,0,-73.604,-24.022
"741",692,1,22,26,26,41.914,41.914
"742",692,1,23,26,26,41.914,41.914
"743",692,1,16,26,26,41.914,41.914
"744",692,1,21,26,26,41.914,41.914
"745",692,1,17,26,26,41.914,41.914
"746",692,1,19,26,26,41.914,41.914
"747",692,1,24,26,26,41.914,41.914
"748",692,1,25,26,26,41.914,41.914
"749",692,1,20,26,26,41.914,41.914
"750",692,1,18,26,26,41.914,41.914
"751",693,1,13,26,26,41.914,41.914
"752",693,1,11,26,26,41.914,41.914
"753",693,1,6,26,26,41.914,41.914
"754",693,1,7,26,26,41.914,41.914
"755",693,1,12,26,26,41.914,41.914
"756",693,1,14,26,26,41.914,41.914
"757",693,1,10,26,26,41.914,41.914
"758",693,1,15,26,26,41.914,41.914
"759",693,1,8,26,26,41.914,41.914
"760",693,1,9,26,26,41.914,41.914
"761",693,1,30,18,26,61.658,5.57799999999996
"762",693,1,29,26,26,41.914,41.914
"763",693,1,4,26,26,41.914,41.914
"764",693,1,16,26,26,41.914,41.914
"765",693,1,5,26,26,41.914,41.914
"766",693,1,28,26,26,41.914,41.914
"767",693,1,2,28,26,31.418,51.108
"768",693,1,3,18,26,61.658,5.57799999999996
"769",693,1,24,26,26,41.914,41.914
"770",693,1,17,26,26,41.914,41.914
"771",693,1,1,0,26,-24.022,-73.604
"772",693,1,26,26,26,41.914,41.914
"773",693,1,27,26,26,41.914,41.914
"774",693,1,23,26,26,41.914,41.914
"775",693,1,18,26,26,41.914,41.914
"776",693,1,19,26,26,41.914,41.914
"777",693,1,22,26,26,41.914,41.914
"778",693,1,25,26,26,41.914,41.914
"779",693,1,21,26,26,41.914,41.914
"780",693,1,20,26,26,41.914,41.914
"781",694,1,7,8.5,16,22.4515,11.338375
"782",694,1,10,11.5,15,28.0355,20.864875
"783",694,1,11,8.5,11,14.6465,14.485875
"784",694,1,30,13.5,12.5,24.061625,25.968625
"785",694,1,14,14.5,9.5,16.243625,22.943625
"786",694,1,6,16,9,12.7115,24.076
"787",694,1,8,15,9,14.3705,22.4105
"788",694,1,13,12.5,16.5,32.681125,21.651125
"789",694,1,5,10.9,14,25.03442,20.089455
"790",694,1,29,12.5,12.5,23.753125,23.753125
"791",694,1,15,14.5,9.5,16.243625,22.943625
"792",694,1,9,18.5,15,25.2985,39.414875
"793",694,1,12,12.5,14,27.0805,24.007375
"794",694,1,28,12.5,9.5,17.172625,19.491625
"795",694,1,4,14,17,35.1775,25.204
"796",694,1,3,20,15,21.1675,43.46
"797",694,1,16,12.5,13,24.8595,23.976875
"798",694,1,22,9.5,15,23.8135,15.663875
"799",694,1,2,18,18,35.882,35.882
"800",694,1,26,11.5,15,28.0355,20.864875
"801",694,1,18,9.5,14,22.0765,16.684375
"802",694,1,21,14.5,16,32.7715,27.997375
"803",694,1,17,12,18,35.258,17.012
"804",694,1,25,13.5,15,30.0335,26.109875
"805",694,1,1,18,4,-7.53199999999996,3.29
"806",694,1,27,13.5,10,18.1585,22.352375
"807",694,1,23,12.5,15,29.3125,23.481875
"808",694,1,24,11.5,18,34.3025,15.457375
"809",694,1,19,12.5,10,18.2625,20.549375
"810",694,1,20,14,12,22.78,26.594
"811",695,1,11,11,8.5,14.485875,14.6465
"812",695,1,7,16,8.5,11.338375,22.4515
"813",695,1,10,15,11.5,20.864875,28.0355
"814",695,1,8,9,15,22.4105,14.3705
"815",695,1,13,16.5,12.5,21.651125,32.681125
"816",695,1,12,14,12.5,24.007375,27.0805
"817",695,1,16,13,12.5,23.976875,24.8595
"818",695,1,15,9.5,14.5,22.943625,16.243625
"819",695,1,9,15,18.5,39.414875,25.2985
"820",695,1,18,14,9.5,16.684375,22.0765
"821",695,1,6,9,16,24.076,12.7115
"822",695,1,4,17,14,25.204,35.1775
"823",695,1,17,18,12,17.012,35.258
"824",695,1,29,12.5,12.5,23.753125,23.753125
"825",695,1,14,9.5,14.5,22.943625,16.243625
"826",695,1,19,10,12.5,20.549375,18.2625
"827",695,1,30,12.5,13.5,25.968625,24.061625
"828",695,1,20,12,14,26.594,22.78
"829",695,1,26,15,11.5,20.864875,28.0355
"830",695,1,5,14,10.9,20.089455,25.03442
"831",695,1,28,9.5,12.5,19.491625,17.172625
"832",695,1,3,15,20,43.46,21.1675
"833",695,1,27,10,13.5,22.352375,18.1585
"834",695,1,21,16,14.5,27.997375,32.7715
"835",695,1,2,18,18,35.882,35.882
"836",695,1,1,4,18,3.29,-7.53199999999996
"837",695,1,23,15,12.5,23.481875,29.3125
"838",695,1,25,15,13.5,26.109875,30.0335
"839",695,1,24,18,11.5,15.457375,34.3025
"840",695,1,22,15,9.5,15.663875,23.8135
"841",696,1,12,1,2,-22.432,-17.8185
"842",696,1,20,13,1,-1.6595,-19.5995
"843",696,1,11,2,2,-17.462,-17.462
"844",696,1,8,1,2,-22.432,-17.8185
"845",696,1,10,1,1,-22.6235,-22.6235
"846",696,1,19,15,2,-3.448,-11.8265
"847",696,1,16,15,2,-3.448,-11.8265
"848",696,1,9,1,2,-22.432,-17.8185
"849",696,1,13,1,2,-22.432,-17.8185
"850",696,1,7,2,2,-17.462,-17.462
"851",696,1,6,1,2,-22.432,-17.8185
"852",696,1,17,12,1,-0.348500000000003,-19.912
"853",696,1,21,13,2,0.512000000000003,-12.8145
"854",696,1,14,2,1,-17.8185,-22.432
"855",696,1,22,15,1,-5.94950000000001,-18.9415
"856",696,1,15,15,2,-3.448,-11.8265
"857",696,1,23,13,15.8,31.60202,24.03978
"858",696,1,30,18,24,55.148,16.49
"859",696,1,5,5,2,-5.888,-16.3265
"860",696,1,4,4,1,-9.8765,-22.016
"861",696,1,3,4,1,-9.8765,-22.016
"862",696,1,18,12,1,-0.348500000000003,-19.912
"863",696,1,28,18,26,61.658,5.57799999999996
"864",696,1,29,19,4,-11.684,4.1635
"865",696,1,2,3,1,-13.5695,-22.2295
"866",696,1,26,25,28,55.192,26.5075
"867",696,1,24,25,18,11.312,58.3975
"868",696,1,27,20,28,67.272,2.12000000000002
"869",696,1,25,20,18,31.642,42.26
"870",696,1,1,3,10,-8.48,3.96949999999999
"871",697,1,13,2,1,-17.8185,-22.432
"872",697,1,11,2,2,-17.462,-17.462
"873",697,1,20,1,13,-19.5995,-1.6595
"874",697,1,7,2,2,-17.462,-17.462
"875",697,1,10,1,1,-22.6235,-22.6235
"876",697,1,9,2,1,-17.8185,-22.432
"877",697,1,12,2,1,-17.8185,-22.432
"878",697,1,14,1,2,-22.432,-17.8185
"879",697,1,16,2,15,-11.8265,-3.448
"880",697,1,19,2,15,-11.8265,-3.448
"881",697,1,18,1,12,-19.912,-0.348500000000003
"882",697,1,21,2,13,-12.8145,0.512000000000003
"883",697,1,6,2,1,-17.8185,-22.432
"884",697,1,8,2,1,-17.8185,-22.432
"885",697,1,17,1,12,-19.912,-0.348500000000003
"886",697,1,28,26,18,5.57799999999996,61.658
"887",697,1,5,2,5,-16.3265,-5.888
"888",697,1,15,2,15,-11.8265,-3.448
"889",697,1,27,28,20,2.12000000000002,67.272
"890",697,1,23,15.8,13,24.03978,31.60202
"891",697,1,1,10,3,3.96949999999999,-8.48
"892",697,1,22,1,15,-18.9415,-5.94950000000001
"893",697,1,4,1,4,-22.016,-9.8765
"894",697,1,26,28,25,26.5075,55.192
"895",697,1,30,24,18,16.49,55.148
"896",697,1,3,1,4,-22.016,-9.8765
"897",697,1,25,18,20,42.26,31.642
"898",697,1,29,4,19,4.1635,-11.684
"899",697,1,2,1,3,-22.2295,-13.5695
"900",697,1,24,18,25,58.3975,11.312
"901",698,1,22,13.6,10.5,19.300895,23.54278
"902",698,1,6,8,10,11.85,12.572
"903",698,1,10,14,15,30.1855,27.428
"904",698,1,13,14,12.5,24.007375,27.0805
"905",698,1,5,18,16,29.548,37.898
"906",698,1,14,13.2,11,20.55158,23.62432
"907",698,1,15,13,12.3,23.518595,24.71458
"908",698,1,11,12.5,18.5,37.211125,17.264125
"909",698,1,12,12.5,13,24.8595,23.976875
"910",698,1,21,14,11,20.3335,25.204
"911",698,1,23,9,12.4,18.13168,16.08182
"912",698,1,19,14,11.9,22.534855,26.48002
"913",698,1,20,11.9,13,24.35802,22.603355
"914",698,1,28,14,16,32.676,26.594
"915",698,1,30,6.9,11.5,10.470145,11.609105
"916",698,1,7,11,14,25.204,20.3335
"917",698,1,8,12,18,35.258,17.012
"918",698,1,9,13,16,32.068,23.7955
"919",698,1,18,13.9,10.5,19.169345,24.110905
"920",698,1,29,13,11,20.5505,23.2305
"921",698,1,16,12.3,12.5,23.624705,23.311345
"922",698,1,17,14,13,25.2375,27.428
"923",698,1,26,15,12,22.172,28.7435
"924",698,1,1,14.2,10,17.75488,23.62102
"925",698,1,24,13,10,18.28,21.4495
"926",698,1,27,14,14,27.706,27.706
"927",698,1,25,14,13.5,26.470375,27.6365
"928",698,1,4,16,16,32.224,32.224
"929",698,1,3,14,14,27.706,27.706
"930",698,1,2,12.5,12,22.6495,23.390375
"931",699,1,1,10,14.2,23.62102,17.75488
"932",699,1,27,14,14,27.706,27.706
"933",699,1,4,16,16,32.224,32.224
"934",699,1,30,11.5,6.9,11.609105,10.470145
"935",699,1,7,14,11,20.3335,25.204
"936",699,1,10,15,14,27.428,30.1855
"937",699,1,11,18.5,12.5,17.264125,37.211125
"938",699,1,13,12.5,14,27.0805,24.007375
"939",699,1,14,11,13.2,23.62432,20.55158
"940",699,1,16,12.5,12.3,23.311345,23.624705
"941",699,1,19,11.9,14,26.48002,22.534855
"942",699,1,20,13,11.9,22.603355,24.35802
"943",699,1,22,10.5,13.6,23.54278,19.300895
"944",699,1,23,12.4,9,16.08182,18.13168
"945",699,1,2,12,12.5,23.390375,22.6495
"946",699,1,28,16,14,26.594,32.676
"947",699,1,5,16,18,37.898,29.548
"948",699,1,6,10,8,12.572,11.85
"949",699,1,8,18,12,17.012,35.258
"950",699,1,9,16,13,23.7955,32.068
"951",699,1,12,13,12.5,23.976875,24.8595
"952",699,1,21,11,14,25.204,20.3335
"953",699,1,15,12.3,13,24.71458,23.518595
"954",699,1,17,13,14,27.428,25.2375
"955",699,1,18,10.5,13.9,24.110905,19.169345
"956",699,1,29,11,13,23.2305,20.5505
"957",699,1,26,12,15,28.7435,22.172
"958",699,1,24,10,13,21.4495,18.28
"959",699,1,3,14,14,27.706,27.706
"960",699,1,25,13.5,14,27.6365,26.470375
"961",1188,1,27,12,16,30.904,21.008
"962",1188,1,24,10,16,26.908,15.466
"963",1188,1,21,10,12.5,20.549375,18.2625
"964",1188,1,20,20,16,24.648,43.616
"965",1188,1,10,8,12,14.752,13.928
"966",1188,1,28,12,14,26.594,22.78
"967",1188,1,18,10,14.5,24.166375,17.4985
"968",1188,1,17,10,14,23.258,17.898
"969",1188,1,7,22,18,25.1779999999999,48.682
"970",1188,1,25,14,16,32.676,26.594
"971",1188,1,15,20,12.8,13.54912,41.15968
"972",1188,1,14,23,21.9,36.807355,44.79902
"973",1188,1,4,9,9,12.6485,12.6485
"974",1188,1,22,16,18,37.898,29.548
"975",1188,1,12,17,18,37.168,32.7095
"976",1188,1,11,12,18,35.258,17.012
"977",1188,1,1,24,3,-44.7925,1.208
"978",1188,1,29,16,16,32.224,32.224
"979",1188,1,19,16,18,37.898,29.548
"980",1188,1,9,8,14,17.698,13.06
"981",1188,1,8,20,12,10.792,39.656
"982",1188,1,26,15,10.8,19.03952,26.81078
"983",1188,1,16,10,16,26.908,15.466
"984",1188,1,6,12,20,39.656,10.792
"985",1188,1,5,10,10,16.09,16.09
"986",1188,1,23,16,12,21.008,30.904
"987",1188,1,13,20,19.5,36.916375,39.7835000000001
"988",1188,1,3,18,6,-1.46199999999996,14.618
"989",1188,1,2,18,1,-16.5545,-17.872
"990",1188,1,30,19,16,27.376,40.7515
"991",1189,1,18,14.5,10,17.4985,24.166375
"992",1189,1,15,12.8,20,41.15968,13.54912
"993",1189,1,14,21.9,23,44.79902,36.807355
"994",1189,1,12,18,17,32.7095,37.168
"995",1189,1,11,18,12,17.012,35.258
"996",1189,1,10,12,8,13.928,14.752
"997",1189,1,19,18,16,29.548,37.898
"998",1189,1,9,14,8,13.06,17.698
"999",1189,1,17,14,10,17.898,23.258
"1000",1189,1,7,18,22,48.682,25.1779999999999
"1001",1189,1,16,16,10,15.466,26.908
"1002",1189,1,6,20,12,10.792,39.656
"1003",1189,1,5,10,10,16.09,16.09
"1004",1189,1,4,9,9,12.6485,12.6485
"1005",1189,1,13,19.5,20,39.7835000000001,36.916375
"1006",1189,1,3,6,18,14.618,-1.46199999999996
"1007",1189,1,2,1,18,-17.872,-16.5545
"1008",1189,1,1,3,24,1.208,-44.7925
"1009",1189,1,20,16,20,43.616,24.648
"1010",1189,1,30,16,19,40.7515,27.376
"1011",1189,1,29,16,16,32.224,32.224
"1012",1189,1,8,12,20,39.656,10.792
"1013",1189,1,27,16,12,21.008,30.904
"1014",1189,1,26,10.8,15,26.81078,19.03952
"1015",1189,1,25,16,14,26.594,32.676
"1016",1189,1,24,16,10,15.466,26.908
"1017",1189,1,23,12,16,30.904,21.008
"1018",1189,1,22,18,16,29.548,37.898
"1019",1189,1,21,12.5,10,18.2625,20.549375
"1020",1189,1,28,14,12,22.78,26.594
"1021",1190,1,8,25,25,41.9125,41.9125
"1022",1190,1,6,25,26,46.328,37.3335
"1023",1190,1,5,26,24,32.764,50.186
"1024",1190,1,4,24,26,50.186,32.764
"1025",1190,1,3,24,16,8.17599999999996,55.184
"1026",1190,1,2,20,28,67.272,2.12000000000002
"1027",1190,1,1,16,28,66.928,-17.192
"1028",1190,1,10,25,25,41.9125,41.9125
"1029",1190,1,9,25,25,41.9125,41.9125
"1030",1190,1,19,25,25,41.9125,41.9125
"1031",1190,1,7,25,26,46.328,37.3335
"1032",1190,1,17,25,25,41.9125,41.9125
"1033",1190,1,16,25,25,41.9125,41.9125
"1034",1190,1,15,25,25,41.9125,41.9125
"1035",1190,1,14,25,25,41.9125,41.9125
"1036",1190,1,24,25,25,41.9125,41.9125
"1037",1190,1,13,25,25,41.9125,41.9125
"1038",1190,1,12,25,25,41.9125,41.9125
"1039",1190,1,11,25,25,41.9125,41.9125
"1040",1190,1,21,25,25,41.9125,41.9125
"1041",1190,1,20,25,25,41.9125,41.9125
"1042",1190,1,30,18,14,23.258,37.69
"1043",1190,1,18,25,25,41.9125,41.9125
"1044",1190,1,28,25,25.5,44.118875,39.6925000000001
"1045",1190,1,27,25,25,41.9125,41.9125
"1046",1190,1,26,25,25,41.9125,41.9125
"1047",1190,1,25,25,25,41.9125,41.9125
"1048",1190,1,23,25,25,41.9125,41.9125
"1049",1190,1,22,25,25,41.9125,41.9125
"1050",1190,1,29,25,25.5,44.118875,39.6925000000001
"1051",1191,1,7,26,25,37.3335,46.328
"1052",1191,1,4,26,24,32.764,50.186
"1053",1191,1,1,28,16,-17.192,66.928
"1054",1191,1,8,25,25,41.9125,41.9125
"1055",1191,1,18,25,25,41.9125,41.9125
"1056",1191,1,5,24,26,50.186,32.764
"1057",1191,1,15,25,25,41.9125,41.9125
"1058",1191,1,14,25,25,41.9125,41.9125
"1059",1191,1,2,28,20,2.12000000000002,67.272
"1060",1191,1,12,25,25,41.9125,41.9125
"1061",1191,1,11,25,25,41.9125,41.9125
"1062",1191,1,9,25,25,41.9125,41.9125
"1063",1191,1,19,25,25,41.9125,41.9125
"1064",1191,1,29,25.5,25,39.6925000000001,44.118875
"1065",1191,1,6,26,25,37.3335,46.328
"1066",1191,1,16,25,25,41.9125,41.9125
"1067",1191,1,26,25,25,41.9125,41.9125
"1068",1191,1,25,25,25,41.9125,41.9125
"1069",1191,1,3,16,24,55.184,8.17599999999996
"1070",1191,1,13,25,25,41.9125,41.9125
"1071",1191,1,23,25,25,41.9125,41.9125
"1072",1191,1,22,25,25,41.9125,41.9125
"1073",1191,1,10,25,25,41.9125,41.9125
"1074",1191,1,20,25,25,41.9125,41.9125
"1075",1191,1,30,14,18,37.69,23.258
"1076",1191,1,17,25,25,41.9125,41.9125
"1077",1191,1,27,25,25,41.9125,41.9125
"1078",1191,1,24,25,25,41.9125,41.9125
"1079",1191,1,21,25,25,41.9125,41.9125
"1080",1191,1,28,25.5,25,39.6925000000001,44.118875
"1081",1192,1,6,17,12,19.288,33.0755
"1082",1192,1,3,12,26,53.114,-21.212
"1083",1192,1,10,26,26.5,44.208375,39.4985
"1084",1192,1,7,10.9,12,21.13142,20.000455
"1085",1192,1,17,24.5,25.5,46.1586249999999,37.4476250000001
"1086",1192,1,4,12.2,14,26.80528,23.27062
"1087",1192,1,14,10,26.5,46.792375,-33.7895
"1088",1192,1,24,6.8,9.5,7.618855,9.89481999999999
"1089",1192,1,2,16,19,40.7515,27.376
"1090",1192,1,1,10,18,30.602,10.81
"1091",1192,1,11,23.2,26.5,54.9354549999999,26.46982
"1092",1192,1,21,10,12,19.652,18.106
"1093",1192,1,9,18.5,26.5,63.142125,4.79412499999998
"1094",1192,1,8,18,26.5,63.292375,2.50249999999998
"1095",1192,1,18,24.4,24.5,42.238895,41.3989799999999
"1096",1192,1,28,9.6,9.5,14.569295,14.56438
"1097",1192,1,5,14.8,16,32.76208,28.84072
"1098",1192,1,15,28,25.5,28.961375,53.2195000000001
"1099",1192,1,25,9.5,9.5,14.396125,14.396125
"1100",1192,1,13,23.9,2,-48.03878,-6.896345
"1101",1192,1,12,18.5,26.5,63.142125,4.79412499999998
"1102",1192,1,22,18.5,9.5,7.71362500000004,29.979625
"1103",1192,1,20,24.7,4,-45.96722,9.352495
"1104",1192,1,19,18,24.5,56.771375,13.9704999999999
"1105",1192,1,29,9.7,16,26.11678,14.638495
"1106",1192,1,16,24.5,25.5,46.1586249999999,37.4476250000001
"1107",1192,1,26,9.5,9.5,14.396125,14.396125
"1108",1192,1,23,16,9.5,14.087375,25.5615
"1109",1192,1,30,9.7,11,17.32178,16.795995
"1110",1192,1,27,9.5,9.5,14.396125,14.396125
"1111",1193,1,5,16,14.8,28.84072,32.76208
"1112",1193,1,2,19,16,27.376,40.7515
"1113",1193,1,1,18,10,10.81,30.602
"1114",1193,1,9,26.5,18.5,4.79412499999998,63.142125
"1115",1193,1,8,26.5,18,2.50249999999998,63.292375
"1116",1193,1,7,12,10.9,20.000455,21.13142
"1117",1193,1,6,12,17,33.0755,19.288
"1118",1193,1,16,25.5,24.5,37.4476250000001,46.1586249999999
"1119",1193,1,4,14,12.2,23.27062,26.80528
"1120",1193,1,14,26.5,10,-33.7895,46.792375
"1121",1193,1,3,26,12,-21.212,53.114
"1122",1193,1,13,2,23.9,-6.896345,-48.03878
"1123",1193,1,12,26.5,18.5,4.79412499999998,63.142125
"1124",1193,1,11,26.5,23.2,26.46982,54.9354549999999
"1125",1193,1,10,26.5,26,39.4985,44.208375
"1126",1193,1,20,4,24.7,9.352495,-45.96722
"1127",1193,1,19,24.5,18,13.9704999999999,56.771375
"1128",1193,1,18,24.5,24.4,41.3989799999999,42.238895
"1129",1193,1,17,25.5,24.5,37.4476250000001,46.1586249999999
"1130",1193,1,27,9.5,9.5,14.396125,14.396125
"1131",1193,1,15,25.5,28,53.2195000000001,28.961375
"1132",1193,1,25,9.5,9.5,14.396125,14.396125
"1133",1193,1,24,9.5,6.8,9.89481999999999,7.618855
"1134",1193,1,23,9.5,16,25.5615,14.087375
"1135",1193,1,22,9.5,18.5,29.979625,7.71362500000004
"1136",1193,1,21,12,10,18.106,19.652
"1137",1193,1,30,11,9.7,16.795995,17.32178
"1138",1193,1,29,16,9.7,14.638495,26.11678
"1139",1193,1,28,9.5,9.6,14.56438,14.569295
"1140",1193,1,26,9.5,9.5,14.396125,14.396125
"1141",1194,1,5,18,10,10.81,30.602
"1142",1194,1,3,20,20,38.68,38.68
"1143",1194,1,2,28,18,-7.55799999999998,68.212
"1144",1194,1,1,26,28,51.108,31.418
"1145",1194,1,10,18,19,39.0655,34.04
"1146",1194,1,9,16,16.3,33.072295,31.96438
"1147",1194,1,8,10.8,18,32.73128,13.28552
"1148",1194,1,7,18,14,23.258,37.69
"1149",1194,1,6,20,24,52.888,24.848
"1150",1194,1,16,11.3,13.7,25.071325,21.174925
"1151",1194,1,4,24,18,16.49,55.148
"1152",1194,1,14,20,14,17.698,42.748
"1153",1194,1,13,15.5,12.8,23.82262,30.732055
"1154",1194,1,12,18.7,9.5,7.05360499999999,30.336045
"1155",1194,1,11,17.5,20,42.8075,29.889375
"1156",1194,1,21,16,14.1,26.874455,32.70622
"1157",1194,1,20,15.7,12.3,22.235825,30.647425
"1158",1194,1,19,15,15.9,32.461955,29.49542
"1159",1194,1,18,14.5,16.5,34.062125,27.413125
"1160",1194,1,28,16.7,14.1,25.971385,34.467665
"1161",1194,1,17,13,10,18.28,21.4495
"1162",1194,1,27,16,19.1,41.037455,27.12822
"1163",1194,1,15,12,17.5,34.165375,18.2195
"1164",1194,1,25,17.6,18,36.46312,34.61168
"1165",1194,1,24,17.5,15.7,29.503945,36.610705
"1166",1194,1,23,16.7,16.6,33.30726,33.704915
"1167",1194,1,22,16.1,16,32.14302,32.506655
"1168",1194,1,30,9.4,14,21.82352,16.44198
"1169",1194,1,29,14,15.5,31.429375,27.0805
"1170",1194,1,26,18.4,17.7,34.239215,37.57846
"1171",1195,1,4,18,24,55.148,16.49
"1172",1195,1,1,28,26,31.418,51.108
"1173",1195,1,8,18,10.8,13.28552,32.73128
"1174",1195,1,5,10,18,30.602,10.81
"1175",1195,1,15,17.5,12,18.2195,34.165375
"1176",1195,1,2,18,28,68.212,-7.55799999999998
"1177",1195,1,12,9.5,18.7,30.336045,7.05360499999999
"1178",1195,1,11,20,17.5,29.889375,42.8075
"1179",1195,1,9,16.3,16,31.96438,33.072295
"1180",1195,1,19,15.9,15,29.49542,32.461955
"1181",1195,1,18,16.5,14.5,27.413125,34.062125
"1182",1195,1,6,24,20,24.848,52.888
"1183",1195,1,16,13.7,11.3,21.174925,25.071325
"1184",1195,1,26,17.7,18.4,37.57846,34.239215
"1185",1195,1,3,20,20,38.68,38.68
"1186",1195,1,13,12.8,15.5,30.732055,23.82262
"1187",1195,1,23,16.6,16.7,33.704915,33.30726
"1188",1195,1,22,16,16.1,32.506655,32.14302
"1189",1195,1,10,19,18,34.04,39.0655
