"","Subject","Comp","Period","Inv","OtherInv","Payoff","OtherPayoff"
"472",499,0,14,22,12,18.3930510829273,49.4054643977678
"473",499,0,7,14,10,18.1745230137677,26.3978794631435
"474",499,0,26,18,20,40.897452528754,33.8586480904738
"475",499,0,22,14,12,22.8491307534419,27.3789698657859
"476",499,0,21,12,24,55.3677417979728,15.643880494228
"477",499,0,30,26,26,41.914,41.914
"478",499,0,16,16,20,42.4608447890797,29.2195576878315
"479",499,0,8,20,22,43.68361341641,35.8084872028178
"480",499,0,23,10,16,31.8252114550411,18.2356941180092
"481",786,0,6,20,16,29.2195576878315,42.4608447890797
"482",786,0,28,14,11,20.4890441952443,26.9701821980182
"483",786,0,7,14,11,20.4890441952443,26.9701821980182
"484",786,0,5,14,25.5,59.1700105356734,16.8935661875458
"485",786,0,2,16,16,32.224,32.224
"486",786,0,13,16,11.5,21.5789874420736,32.4767719427671
"487",786,0,14,12,14,27.3789698657859,22.8491307534419
"488",786,0,16,22,15.5,25.6534770437018,48.1898357468919
"489",786,0,10,14,17,35.3330441952443,26.9701821980182
"490",786,0,19,13.5,14.3,28.4370898317851,26.4746162672913
"491",786,0,22,9,12,20.3199408665342,15.0932855267284
"492",786,0,23,12.5,12,22.5196008385256,23.5736554501761
"493",786,0,25,11.5,13,24.6224852166335,21.4603213816821
"494",786,0,26,10.5,13,24.0834148605054,19.074492357038
"495",786,0,3,28,26,36.4980045398497,46.8820960793781
"496",786,0,29,7.5,12,18.764047948315,11.6297114365258
"497",786,0,8,18,16,31.0488089781299,37.251291641098
"498",786,0,9,16,16,32.224,32.224
"499",786,0,11,12,19,40.8037886228674,21.2904439626732
"500",786,0,12,10,10.5,17.3386152282621,16.4936410604396
"501",786,0,15,16,14.5,28.573140383069,32.6761662152466
"502",786,0,17,16,17.7,36.4855787238694,31.2667839735227
"503",786,0,18,10,17.5,36.0153195628567,17.8523453950342
"504",786,0,20,10,13.6,25.3342844455901,18.083801560708
"505",786,0,21,13,10.5,19.074492357038,24.0834148605054
"506",786,0,24,14.5,12,22.8772165248605,28.670190692683
"507",786,0,1,10,14,26.3978794631435,18.1745230137677
"508",786,0,27,16,10,18.2356941180092,31.8252114550411
"509",786,0,4,10,28,68.2166950509867,4.86745510646527
"510",786,0,30,16,3,3.98922856315682,23.9200225992178
"511",787,0,29,12,7.5,11.6297114365258,18.764047948315
"512",787,0,28,11,14,26.9701821980182,20.4890441952443
"513",787,0,27,10,16,31.8252114550411,18.2356941180092
"514",787,0,6,16,20,42.4608447890797,29.2195576878315
"515",787,0,4,28,10,4.86745510646527,68.2166950509867
"516",787,0,7,11,14,26.9701821980182,20.4890441952443
"517",787,0,30,3,16,23.9200225992178,3.98922856315682
"518",787,0,5,25.5,14,16.8935661875458,59.1700105356734
"519",787,0,14,14,12,22.8491307534419,27.3789698657859
"520",787,0,15,14.5,16,32.6761662152466,28.573140383069
"521",787,0,2,16,16,32.224,32.224
"522",787,0,13,11.5,16,32.4767719427671,21.5789874420736
"523",787,0,22,12,9,15.0932855267284,20.3199408665342
"524",787,0,23,12,12.5,23.5736554501761,22.5196008385256
"525",787,0,24,12,14.5,28.670190692683,22.8772165248605
"526",787,0,1,14,10,18.1745230137677,26.3978794631435
"527",787,0,3,26,28,46.8820960793781,36.4980045398497
"528",787,0,11,19,12,21.2904439626732,40.8037886228674
"529",787,0,12,10.5,10,16.4936410604396,17.3386152282621
"530",787,0,8,16,18,37.251291641098,31.0488089781299
"531",787,0,10,17,14,26.9701821980182,35.3330441952443
"532",787,0,19,14.3,13.5,26.4746162672913,28.4370898317851
"533",787,0,20,13.6,10,18.083801560708,25.3342844455901
"534",787,0,16,15.5,22,48.1898357468919,25.6534770437018
"535",787,0,17,17.7,16,31.2667839735227,36.4855787238694
"536",787,0,26,13,10.5,19.074492357038,24.0834148605054
"537",787,0,18,17.5,10,17.8523453950342,36.0153195628567
"538",787,0,21,10.5,13,24.0834148605054,19.074492357038
"539",787,0,25,13,11.5,21.4603213816821,24.6224852166335
"540",787,0,9,16,16,32.224,32.224
"541",788,0,7,16,28,65.1216724498452,15.3619498423557
"542",788,0,29,10,10,16.09,16.09
"543",788,0,2,24,12,15.643880494228,55.3677417979728
"544",788,0,6,14,10,18.1745230137677,26.3978794631435
