,Session,Crosssect,Comp,Pair,Period,Subject,Groupe,ID,Inv,OtherInv,Payoff,OtherPayoff
1,2,182,1,191,1,18,9,2,26,14,-12.326,58.186
2,2,183,1,191,1,17,9,1,14,26,58.186,-12.326
3,2,184,1,192,1,16,8,2,18,2,-13.558,-10.262
4,2,185,1,192,1,15,8,1,2,18,-10.262,-13.558
5,2,186,1,193,1,14,7,2,18,15,26.3975,38.072
6,2,187,1,193,1,13,7,1,15,18,38.072,26.3975
7,2,188,1,194,1,12,6,2,2,24,-6.836,-48.79
8,2,189,1,194,1,11,6,1,24,2,-48.79,-6.836
9,2,190,1,195,1,10,5,2,8,12,14.752,13.928
10,2,191,1,195,1,9,5,1,12,8,13.928,14.752
11,2,192,1,196,1,8,4,2,28,15,-21.9925,65.452
12,2,193,1,196,1,7,4,1,15,28,65.452,-21.9925
13,2,194,1,197,1,6,3,2,18,18,35.882,35.882
14,2,195,1,197,1,5,3,1,18,18,35.882,35.882
15,2,196,1,198,1,4,2,2,2,0,-18.164,-27.958
16,2,197,1,198,1,3,2,1,0,2,-27.958,-18.164
17,2,198,1,199,1,2,1,2,20,0,-29.72,-25.6
18,2,199,1,199,1,1,1,1,0,20,-25.6,-29.72
19,5,484,0,492,1,16,8,2,2,28,63.18654809,-6.573543445
20,5,485,0,492,1,15,8,1,28,2,-6.573543445,63.18654809
21,5,486,0,493,1,14,7,2,10,2,-2.338620844,4.072230751
22,5,487,0,493,1,13,7,1,2,10,4.072230751,-2.338620844
23,5,488,0,494,1,12,6,2,4,18,31.73177585,5.877154491
24,5,489,0,494,1,11,6,1,18,4,5.877154491,31.73177585
25,5,490,0,495,1,10,5,2,28,14,11.68152342,66.80740692
26,5,491,0,495,1,9,5,1,14,28,66.80740692,11.68152342
27,5,492,0,496,1,8,4,2,2,16,22.13664964,2.136280705
28,5,493,0,496,1,7,4,1,16,2,2.136280705,22.13664964
29,5,494,0,497,1,6,3,2,14,28,66.80740692,11.68152342
30,5,495,0,497,1,5,3,1,28,14,11.68152342,66.80740692
31,5,496,0,498,1,4,2,2,10,25,58.50369157,10.41696827
32,5,497,0,498,1,3,2,1,25,10,10.41696827,58.50369157
33,5,498,0,499,1,2,1,2,4,18,31.73177585,5.877154491
34,5,499,0,499,1,1,1,1,18,4,5.877154491,31.73177585
35,7,686,1,693,1,14,7,2,20,18,31.642,42.26
36,7,687,1,693,1,13,7,1,18,20,42.26,31.642
37,7,688,1,694,1,12,6,2,18,2,-13.558,-10.262
38,7,689,1,694,1,11,6,1,2,18,-10.262,-13.558
39,7,690,1,695,1,10,5,2,8,2,0.682,-15.092
40,7,691,1,695,1,9,5,1,2,8,-15.092,0.682
41,7,692,1,696,1,8,4,2,26,0,-73.604,-24.022
42,7,693,1,696,1,7,4,1,0,26,-24.022,-73.604
43,7,694,1,697,1,6,3,2,18,4,-7.532,3.29
44,7,695,1,697,1,5,3,1,4,18,3.29,-7.532
45,7,696,1,698,1,4,2,2,3,10,-8.48,3.9695
46,7,697,1,698,1,3,2,1,10,3,3.9695,-8.48
47,7,698,1,699,1,2,1,2,14.2,10,17.75488,23.62102
48,7,699,1,699,1,1,1,1,10,14.2,23.62102,17.75488
49,8,786,0,793,1,14,7,2,10,14,26.39787946,18.17452301
50,8,787,0,793,1,13,7,1,14,10,18.17452301,26.39787946
51,8,788,0,794,1,12,6,2,28,28,41.272,41.272
52,8,789,0,794,1,11,6,1,28,28,41.272,41.272
53,8,790,0,795,1,10,5,2,18,28,62.78187771,19.22463777
54,8,791,0,795,1,9,5,1,28,18,19.22463777,62.78187771
55,8,792,0,796,1,8,4,2,28,4,-3.986686067,65.42517524
56,8,793,0,796,1,7,4,1,4,28,65.42517524,-3.986686067
57,8,794,0,797,1,6,3,2,22,10,14.49484582,49.20077647
58,8,795,0,797,1,5,3,1,10,22,49.20077647,14.49484582
59,8,796,0,798,1,4,2,2,12,15.2,30.49703731,22.84786028
60,8,797,0,798,1,3,2,1,15.2,12,22.84786028,30.49703731
61,8,798,0,799,1,2,1,2,2,2,-17.462,-17.462
62,8,799,0,799,1,1,1,1,2,2,-17.462,-17.462
63,11,1086,0,1093,1,14,7,2,2,18,28.52264561,2.319794018
64,11,1087,0,1093,1,13,7,1,18,2,2.319794018,28.52264561
65,11,1088,0,1094,1,12,6,2,5,10,9.805257223,4.230371647
66,11,1089,0,1094,1,11,6,1,10,5,4.230371647,9.805257223
67,11,1090,0,1095,1,10,5,2,28,16,15.36194984,65.12167245
68,11,1091,0,1095,1,9,5,1,16,28,65.12167245,15.36194984
69,11,1092,0,1096,1,8,4,2,28,2,-6.573543445,63.18654809
70,11,1093,0,1096,1,7,4,1,2,28,63.18654809,-6.573543445
71,11,1094,0,1097,1,6,3,2,0,22,38.36643282,-2.26225789
72,11,1095,0,1097,1,5,3,1,22,0,-2.26225789,38.36643282
73,11,1096,0,1098,1,4,2,2,10,8,11.20945253,14.06664809
74,11,1097,0,1098,1,3,2,1,8,10,14.06664809,11.20945253
75,11,1098,0,1099,1,2,1,2,28,0,-8.978139316,60.29386068
76,11,1099,0,1099,1,1,1,1,0,28,60.29386068,-8.978139316
77,12,1188,1,1194,1,12,6,2,24,3,-44.7925,1.208
78,12,1189,1,1194,1,11,6,1,3,24,1.208,-44.7925
79,12,1190,1,1195,1,10,5,2,16,28,66.928,-17.192
80,12,1191,1,1195,1,9,5,1,28,16,-17.192,66.928
81,12,1192,1,1196,1,8,4,2,10,18,30.602,10.81
82,12,1193,1,1196,1,7,4,1,18,10,10.81,30.602
83,12,1194,1,1197,1,6,3,2,26,28,51.108,31.418
84,12,1195,1,1197,1,5,3,1,28,26,31.418,51.108
85,12,1196,1,1198,1,4,2,2,22,4,-27.476,6.85
86,12,1197,1,1198,1,3,2,1,4,22,6.85,-27.476
87,12,1198,1,1199,1,2,1,2,14,16,32.676,26.594
88,12,1199,1,1199,1,1,1,1,16,14,26.594,32.676
89,16,1590,0,1595,1,10,5,2,26,22,32.52459236,50.78381012
90,16,1591,0,1595,1,9,5,1,22,26,50.78381012,32.52459236
91,16,1592,0,1596,1,8,4,2,19,0,-1.111770584,28.01785147
92,16,1593,0,1596,1,7,4,1,0,19,28.01785147,-1.111770584
93,16,1594,0,1597,1,6,3,2,12,28,67.83908112,8.183358512
94,16,1595,0,1597,1,5,3,1,28,12,8.183358512,67.83908112
95,16,1596,0,1598,1,4,2,2,12,5,6.084914836,15.35331775
96,16,1597,0,1598,1,3,2,1,5,12,15.35331775,6.084914836
97,16,1598,0,1599,1,2,1,2,16,10.1,18.45539076,31.88009488
98,16,1599,0,1599,1,1,1,1,10.1,16,31.88009488,18.45539076
99,18,1786,1,1793,1,14,7,2,10,8,12.572,11.85
100,18,1787,1,1793,1,13,7,1,8,10,11.85,12.572
101,18,1788,1,1794,1,12,6,2,12,18,35.258,17.012
102,18,1789,1,1794,1,11,6,1,18,12,17.012,35.258
103,18,1790,1,1795,1,10,5,2,3,14,-5.932,1.1575
104,18,1791,1,1795,1,9,5,1,14,3,1.1575,-5.932
105,18,1792,1,1796,1,8,4,2,2,20,-9.164,-23.078
106,18,1793,1,1796,1,7,4,1,20,2,-23.078,-9.164
107,18,1794,1,1797,1,6,3,2,14,16.4,33.67528,26.10472
108,18,1795,1,1797,1,5,3,1,16.4,14,26.10472,33.67528
109,18,1796,1,1798,1,4,2,2,18,18,35.882,35.882
110,18,1797,1,1798,1,3,2,1,18,18,35.882,35.882
111,18,1798,1,1799,1,2,1,2,10,2,2.282,-14.214
112,18,1799,1,1799,1,1,1,1,2,10,-14.214,2.282
113,22,2190,0,2195,1,10,5,2,28,5.4,-2.067440307,66.60304838
114,22,2191,0,2195,1,9,5,1,5.4,28,66.60304838,-2.067440307
115,22,2192,0,2196,1,8,4,2,10,16,31.82521146,18.23569412
116,22,2193,0,2196,1,7,4,1,16,10,18.23569412,31.82521146
117,22,2194,0,2197,1,6,3,2,1,3,-17.50741502,-17.43748436
118,22,2195,0,2197,1,5,3,1,3,1,-17.43748436,-17.50741502
119,22,2196,0,2198,1,4,2,2,2,0,-22.38990392,-22.87799546
120,22,2197,0,2198,1,3,2,1,0,2,-22.87799546,-22.38990392
121,22,2198,0,2199,1,2,1,2,12,22,49.4054644,18.39305108
122,22,2199,0,2199,1,1,1,1,22,12,18.39305108,49.4054644
123,23,2292,0,2296,1,8,4,2,18,28,62.78187771,19.22463777
124,23,2293,0,2296,1,7,4,1,28,18,19.22463777,62.78187771
125,23,2294,0,2297,1,6,3,2,3,10,6.146754642,-0.194522057
126,23,2295,0,2297,1,5,3,1,10,3,-0.194522057,6.146754642
127,23,2296,0,2298,1,4,2,2,4,28,65.42517524,-3.986686067
128,23,2297,0,2298,1,3,2,1,28,4,-3.986686067,65.42517524
129,23,2298,0,2299,1,2,1,2,28,5,-2.624909314,66.29921621
130,23,2299,0,2299,1,1,1,1,5,28,66.29921621,-2.624909314
131,24,2386,1,2393,1,14,7,2,12,28,57.688,-36.328
132,24,2387,1,2393,1,13,7,1,28,12,-36.328,57.688
133,24,2388,1,2394,1,12,6,2,20,10,3.93,34.34
134,24,2389,1,2394,1,11,6,1,10,20,34.34,3.93
135,24,2390,1,2395,1,10,5,2,5.5,10,3.4225,8.236375
136,24,2391,1,2395,1,9,5,1,10,5.5,8.236375,3.4225
137,24,2392,1,2396,1,8,4,2,28,18,-7.558,68.212
138,24,2393,1,2396,1,7,4,1,18,28,68.212,-7.558
139,24,2394,1,2397,1,6,3,2,18,28,68.212,-7.558
140,24,2395,1,2397,1,5,3,1,28,18,-7.558,68.212
141,24,2396,1,2398,1,4,2,2,0.4,2,-25.68088,-18.02712
142,24,2397,1,2398,1,3,2,1,2,0.4,-18.02712,-25.68088
143,24,2398,1,2399,1,2,1,2,4,11.5,-2.119625,5.9035
144,24,2399,1,2399,1,1,1,1,11.5,4,5.9035,-2.119625
145,25,2484,1,2492,1,16,8,2,10,22,38.122,-5.174
146,25,2485,1,2492,1,15,8,1,22,10,-5.174,38.122
147,25,2486,1,2493,1,14,7,2,14,18,37.69,23.258
148,25,2487,1,2493,1,13,7,1,18,14,23.258,37.69
149,25,2488,1,2494,1,12,6,2,25.7,28,52.39158,29.943695
150,25,2489,1,2494,1,11,6,1,28,25.7,29.943695,52.39158
151,25,2490,1,2495,1,10,5,2,18,28,68.212,-7.558
152,25,2491,1,2495,1,9,5,1,28,18,-7.558,68.212
153,25,2492,1,2496,1,8,4,2,18,15,26.3975,38.072
154,25,2493,1,2496,1,7,4,1,15,18,38.072,26.3975
155,25,2494,1,2497,1,6,3,2,18,8,4.652,23.722
156,25,2495,1,2497,1,5,3,1,8,18,23.722,4.652
157,25,2496,1,2498,1,4,2,2,18,28,68.212,-7.558
158,25,2497,1,2498,1,3,2,1,28,18,-7.558,68.212
159,25,2498,1,2499,1,2,1,2,18,14,23.258,37.69
160,25,2499,1,2499,1,1,1,1,14,18,37.69,23.258
161,26,2590,0,2595,1,10,5,2,2,28,63.18654809,-6.573543445
162,26,2591,0,2595,1,9,5,1,28,2,-6.573543445,63.18654809
163,26,2592,0,2596,1,8,4,2,14,22,48.95609206,22.47351785
164,26,2593,0,2596,1,7,4,1,22,14,22.47351785,48.95609206
165,26,2594,0,2597,1,6,3,2,20,0,-1.331751285,31.42181321
166,26,2595,0,2597,1,5,3,1,0,20,31.42181321,-1.331751285
167,26,2596,0,2598,1,4,2,2,18,4,5.877154491,31.73177585
168,26,2597,0,2598,1,3,2,1,4,18,31.73177585,5.877154491
169,26,2598,0,2599,1,2,1,2,7,1,-9.027633899,-6.728460528
170,26,2599,0,2599,1,1,1,1,1,7,-6.728460528,-9.027633899
171,27,2686,1,2693,1,14,7,2,18,12,17.012,35.258
172,27,2687,1,2693,1,13,7,1,12,18,35.258,17.012
173,27,2688,1,2694,1,12,6,2,8,26.9,37.756855,-45.97298
174,27,2689,1,2694,1,11,6,1,26.9,8,-45.97298,37.756855
175,27,2690,1,2695,1,10,5,2,8,2,0.682,-15.092
176,27,2691,1,2695,1,9,5,1,2,8,-15.092,0.682
177,27,2692,1,2696,1,8,4,2,26,26,41.914,41.914
178,27,2693,1,2696,1,7,4,1,26,26,41.914,41.914
179,27,2694,1,2697,1,6,3,2,22,26,56.234,23.658
180,27,2695,1,2697,1,5,3,1,26,22,23.658,56.234
181,27,2696,1,2698,1,4,2,2,28,16,-17.192,66.928
182,27,2697,1,2698,1,3,2,1,16,28,66.928,-17.192
183,27,2698,1,2699,1,2,1,2,14,14,27.706,27.706
184,27,2699,1,2699,1,1,1,1,14,14,27.706,27.706
185,28,2778,0,2789,1,22,11,2,24,0.5,-3.165712503,46.37485424
186,28,2779,0,2789,1,21,11,1,0.5,24,46.37485424,-3.165712503
187,28,2780,0,2790,1,20,10,2,9,12,20.31994087,15.09328553
188,28,2781,0,2790,1,19,10,1,12,9,15.09328553,20.31994087
189,28,2782,0,2791,1,18,9,2,18,22,46.09516656,31.18123591
190,28,2783,0,2791,1,17,9,1,22,18,31.18123591,46.09516656
191,28,2784,0,2792,1,16,8,2,18,20,40.89745253,33.85864809
192,28,2785,0,2792,1,15,8,1,20,18,33.85864809,40.89745253
193,28,2786,0,2793,1,14,7,2,17.5,0,-1.088390282,22.99734394
194,28,2787,0,2793,1,13,7,1,0,17.5,22.99734394,-1.088390282
195,28,2788,0,2794,1,12,6,2,15,26,60.01064773,17.847396
196,28,2789,0,2794,1,11,6,1,26,15,17.847396,60.01064773
197,28,2790,0,2795,1,10,5,2,13,28,67.40500155,9.909658279
198,28,2791,0,2795,1,9,5,1,28,13,9.909658279,67.40500155
199,28,2792,0,2796,1,8,4,2,18,16,31.04880898,37.25129164
200,28,2793,0,2796,1,7,4,1,16,18,37.25129164,31.04880898
201,28,2794,0,2797,1,6,3,2,14,18,37.96652301,26.39787946
202,28,2795,0,2797,1,5,3,1,18,14,26.39787946,37.96652301
203,28,2796,0,2798,1,4,2,2,10,28,68.21669505,4.867455106
204,28,2797,0,2798,1,3,2,1,28,10,4.867455106,68.21669505
205,28,2798,0,2799,1,2,1,2,10,10,16.09,16.09
206,28,2799,0,2799,1,1,1,1,10,10,16.09,16.09
207,29,2892,0,2896,1,8,4,2,18,26,57.03737916,23.86423075
208,29,2893,0,2896,1,7,4,1,26,18,23.86423075,57.03737916
209,29,2894,0,2897,1,6,3,2,28,28,41.272,41.272
210,29,2895,0,2897,1,5,3,1,28,28,41.272,41.272
211,29,2896,0,2898,1,4,2,2,28,28,41.272,41.272
212,29,2897,0,2898,1,3,2,1,28,28,41.272,41.272
213,29,2898,0,2899,1,2,1,2,28,9,3.277851469,68.16022942
214,29,2899,0,2899,1,1,1,1,9,28,68.16022942,3.277851469
215,2,182,1,191,2,18,9,2,10,16,26.908,15.466
216,2,183,1,191,2,17,9,1,16,10,15.466,26.908
217,2,184,1,192,2,16,8,2,22,6,-20.086,19.498
218,2,185,1,192,2,15,8,1,6,22,19.498,-20.086
219,2,186,1,193,2,14,7,2,28,22,11.842,64.108
220,2,187,1,193,2,13,7,1,22,28,64.108,11.842
221,2,188,1,194,2,12,6,2,4,14,-0.094,3.516
222,2,189,1,194,2,11,6,1,14,4,3.516,-0.094
223,2,190,1,195,2,10,5,2,10,10,16.09,16.09
224,2,191,1,195,2,9,5,1,10,10,16.09,16.09
225,2,192,1,196,2,8,4,2,18,8,4.652,23.722
226,2,193,1,196,2,7,4,1,8,18,23.722,4.652
227,2,194,1,197,2,6,3,2,28,18,-7.558,68.212
228,2,195,1,197,2,5,3,1,18,28,68.212,-7.558
229,2,196,1,198,2,4,2,2,0,28,-23.408,-92.68
230,2,197,1,198,2,3,2,1,28,0,-92.68,-23.408
231,2,198,1,199,2,2,1,2,14,28,63.42,-26.782
232,2,199,1,199,2,1,1,1,28,14,-26.782,63.42
233,5,484,0,492,2,16,8,2,16,2,2.136280705,22.13664964
234,5,485,0,492,2,15,8,1,2,16,22.13664964,2.136280705
235,5,486,0,493,2,14,7,2,10,2,-2.338620844,4.072230751
236,5,487,0,493,2,13,7,1,2,10,4.072230751,-2.338620844
237,5,488,0,494,2,12,6,2,6,4,-3.870225696,-2.685673685
238,5,489,0,494,2,11,6,1,4,6,-2.685673685,-3.870225696
239,5,490,0,495,2,10,5,2,14,12,22.84913075,27.37896987
240,5,491,0,495,2,9,5,1,12,14,27.37896987,22.84913075
241,5,492,0,496,2,8,4,2,0,18,24.65945511,-1.055304949
242,5,493,0,496,2,7,4,1,18,0,-1.055304949,24.65945511
243,5,494,0,497,2,6,3,2,16,14,27.37896987,32.74513075
244,5,495,0,497,2,5,3,1,14,16,32.74513075,27.37896987
245,5,496,0,498,2,4,2,2,12,10,17.45929164,21.15280898
246,5,497,0,498,2,3,2,1,10,12,21.15280898,17.45929164
247,5,498,0,499,2,2,1,2,12,4,3.946735606,13.7028743
248,5,499,0,499,2,1,1,1,4,12,13.7028743,3.946735606
249,7,686,1,693,2,14,7,2,26,28,51.108,31.418
250,7,687,1,693,2,13,7,1,28,26,31.418,51.108
251,7,688,1,694,2,12,6,2,18,2,-13.558,-10.262
252,7,689,1,694,2,11,6,1,2,18,-10.262,-13.558
253,7,690,1,695,2,10,5,2,2,10,-14.214,2.282
254,7,691,1,695,2,9,5,1,10,2,2.282,-14.214
255,7,692,1,696,2,8,4,2,26,28,51.108,31.418
256,7,693,1,696,2,7,4,1,28,26,31.418,51.108
257,7,694,1,697,2,6,3,2,18,18,35.882,35.882
258,7,695,1,697,2,5,3,1,18,18,35.882,35.882
259,7,696,1,698,2,4,2,2,3,1,-13.5695,-22.2295
260,7,697,1,698,2,3,2,1,1,3,-22.2295,-13.5695
261,7,698,1,699,2,2,1,2,12.5,12,22.6495,23.390375
262,7,699,1,699,2,1,1,1,12,12.5,23.390375,22.6495
263,8,786,0,793,2,14,7,2,16,16,32.224,32.224
264,8,787,0,793,2,13,7,1,16,16,32.224,32.224
265,8,788,0,794,2,12,6,2,24,12,15.64388049,55.3677418
266,8,789,0,794,2,11,6,1,12,24,55.3677418,15.64388049
267,8,790,0,795,2,10,5,2,28,22,27.49679814,56.14010743
268,8,791,0,795,2,9,5,1,22,28,56.14010743,27.49679814
269,8,792,0,796,2,8,4,2,18,6,9.616776472,34.28684582
270,8,793,0,796,2,7,4,1,6,18,34.28684582,9.616776472
271,8,794,0,797,2,6,3,2,6,16,28.28905108,9.821464398
272,8,795,0,797,2,5,3,1,16,6,9.821464398,28.28905108
273,8,796,0,798,2,4,2,2,18,10.3,18.27414676,37.56543467
274,8,797,0,798,2,3,2,1,10.3,18,37.56543467,18.27414676
275,8,798,0,799,2,2,1,2,4,28,65.42517524,-3.986686067
276,8,799,0,799,2,1,1,1,28,4,-3.986686067,65.42517524
277,11,1086,0,1093,2,14,7,2,4,19.5,36.49530648,5.43998696
278,11,1087,0,1093,2,13,7,1,19.5,4,5.43998696,36.49530648
279,11,1088,0,1094,2,12,6,2,8,10,14.06664809,11.20945253
280,11,1089,0,1094,2,11,6,1,10,8,11.20945253,14.06664809
281,11,1090,0,1095,2,10,5,2,14,16,32.74513075,27.37896987
282,11,1091,0,1095,2,9,5,1,16,14,27.37896987,32.74513075
283,11,1092,0,1096,2,8,4,2,10,0.4,-5.674402919,0.412881186
284,11,1093,0,1096,2,7,4,1,0.4,10,0.412881186,-5.674402919
285,11,1094,0,1097,2,6,3,2,28,28,41.272,41.272
286,11,1095,0,1097,2,5,3,1,28,28,41.272,41.272
287,11,1096,0,1098,2,4,2,2,12,10,17.45929164,21.15280898
288,11,1097,0,1098,2,3,2,1,10,12,21.15280898,17.45929164
289,11,1098,0,1099,2,2,1,2,0,14,11.68152342,-2.464593081
290,11,1099,0,1099,2,1,1,1,14,0,-2.464593081,11.68152342
291,12,1188,1,1194,2,12,6,2,18,1,-16.5545,-17.872
292,12,1189,1,1194,2,11,6,1,1,18,-17.872,-16.5545
293,12,1190,1,1195,2,10,5,2,20,28,67.272,2.12
294,12,1191,1,1195,2,9,5,1,28,20,2.12,67.272
295,12,1192,1,1196,2,8,4,2,16,19,40.7515,27.376
296,12,1193,1,1196,2,7,4,1,19,16,27.376,40.7515
297,12,1194,1,1197,2,6,3,2,28,18,-7.558,68.212
298,12,1195,1,1197,2,5,3,1,18,28,68.212,-7.558
299,12,1196,1,1198,2,4,2,2,12,28,57.688,-36.328
300,12,1197,1,1198,2,3,2,1,28,12,-36.328,57.688
301,12,1198,1,1199,2,2,1,2,14,15,30.1855,27.428
302,12,1199,1,1199,2,1,1,1,15,14,27.428,30.1855
303,16,1590,0,1595,2,10,5,2,24,28,51.83813189,31.90627059
304,16,1591,0,1595,2,9,5,1,28,24,31.90627059,51.83813189
305,16,1592,0,1596,2,8,4,2,18.5,17.8,34.95081182,37.28999051
306,16,1593,0,1596,2,7,4,1,17.8,18.5,37.28999051,34.95081182
307,16,1594,0,1597,2,6,3,2,16,20,42.46084479,29.21955769
308,16,1595,0,1597,2,5,3,1,20,16,29.21955769,42.46084479
309,16,1596,0,1598,2,4,2,2,2,20,35.0909031,1.849247062
310,16,1597,0,1598,2,3,2,1,20,2,1.849247062,35.0909031
311,16,1598,0,1599,2,2,1,2,22,9.8,14.11504968,49.14433436
312,16,1599,0,1599,2,1,1,1,9.8,22,49.14433436,14.11504968
313,18,1786,1,1793,2,14,7,2,8,12,14.752,13.928
314,18,1787,1,1793,2,13,7,1,12,8,13.928,14.752
315,18,1788,1,1794,2,12,6,2,14.5,14,27.6365,28.944375
316,18,1789,1,1794,2,11,6,1,14,14.5,28.944375,27.6365
317,18,1790,1,1795,2,10,5,2,18,26,61.658,5.578
318,18,1791,1,1795,2,9,5,1,26,18,5.578,61.658
319,18,1792,1,1796,2,8,4,2,4,20,5.048,-16.392
320,18,1793,1,1796,2,7,4,1,20,4,-16.392,5.048
321,18,1794,1,1797,2,6,3,2,16.4,18,37.67272,30.81128
322,18,1795,1,1797,2,5,3,1,18,16.4,30.81128,37.67272
323,18,1796,1,1798,2,4,2,2,28,20,2.12,67.272
324,18,1797,1,1798,2,3,2,1,20,28,67.272,2.12
325,18,1798,1,1799,2,2,1,2,3,4,-11.972,-8.4925
326,18,1799,1,1799,2,1,1,1,4,3,-8.4925,-11.972
327,22,2190,0,2195,2,10,5,2,6.2,1.8,-8.677606737,-6.991546266
328,22,2191,0,2195,2,9,5,1,1.8,6.2,-6.991546266,-8.677606737
329,22,2192,0,2196,2,8,4,2,9,10,15.16008158,13.62694358
330,22,2193,0,2196,2,7,4,1,10,9,13.62694358,15.16008158
331,22,2194,0,2197,2,6,3,2,28,1,-7.798624069,61.82196192
332,22,2195,0,2197,2,5,3,1,1,28,61.82196192,-7.798624069
333,22,2196,0,2198,2,4,2,2,23,10,13.29906837,52.25618279
334,22,2197,0,2198,2,3,2,1,10,23,52.25618279,13.29906837
335,22,2198,0,2199,2,2,1,2,24,12,15.64388049,55.3677418
336,22,2199,0,2199,2,1,1,1,12,24,55.3677418,15.64388049
337,23,2292,0,2296,2,8,4,2,20,15,26.96836055,42.99726832
338,23,2293,0,2296,2,7,4,1,15,20,42.99726832,26.96836055
339,23,2294,0,2297,2,6,3,2,3,20,36.68017544,3.508094301
340,23,2295,0,2297,2,5,3,1,20,3,3.508094301,36.68017544
341,23,2296,0,2298,2,4,2,2,8,10,14.06664809,11.20945253
342,23,2297,0,2298,2,3,2,1,10,8,11.20945253,14.06664809
343,23,2298,0,2299,2,2,1,2,16,7,11.85667376,29.41836378
344,23,2299,0,2299,2,1,1,1,7,16,29.41836378,11.85667376
345,24,2386,1,2393,2,14,7,2,12,12,22.328,22.328
346,24,2387,1,2393,2,13,7,1,12,12,22.328,22.328
347,24,2388,1,2394,2,12,6,2,18,15,26.3975,38.072
348,24,2389,1,2394,2,11,6,1,15,18,38.072,26.3975
349,24,2390,1,2395,2,10,5,2,17.8,24,55.25168,15.65662
350,24,2391,1,2395,2,9,5,1,24,17.8,15.65662,55.25168
351,24,2392,1,2396,2,8,4,2,26,20,14.596,60.058
352,24,2393,1,2396,2,7,4,1,20,26,60.058,14.596
353,24,2394,1,2397,2,6,3,2,15.9,15,29.49542,32.461955
354,24,2395,1,2397,2,5,3,1,15,15.9,32.461955,29.49542
355,24,2396,1,2398,2,4,2,2,28,28,41.272,41.272
356,24,2397,1,2398,2,3,2,1,28,28,41.272,41.272
357,24,2398,1,2399,2,2,1,2,18,14.6,25.14038,37.98592
358,24,2399,1,2399,2,1,1,1,14.6,18,37.98592,25.14038
359,25,2484,1,2492,2,16,8,2,12,15,28.7435,22.172
360,25,2485,1,2492,2,15,8,1,15,12,22.172,28.7435
361,25,2486,1,2493,2,14,7,2,16,15,29.4035,32.728
362,25,2487,1,2493,2,13,7,1,15,16,32.728,29.4035
363,25,2488,1,2494,2,12,6,2,25.5,26.8,47.79682,35.624855
364,25,2489,1,2494,2,11,6,1,26.8,25.5,35.624855,47.79682
365,25,2490,1,2495,2,10,5,2,12,18,35.258,17.012
366,25,2491,1,2495,2,9,5,1,18,12,17.012,35.258
367,25,2492,1,2496,2,8,4,2,28,18,-7.558,68.212
368,25,2493,1,2496,2,7,4,1,18,28,68.212,-7.558
369,25,2494,1,2497,2,6,3,2,18,10,10.81,30.602
370,25,2495,1,2497,2,5,3,1,10,18,30.602,10.81
371,25,2496,1,2498,2,4,2,2,22,28,64.108,11.842
372,25,2497,1,2498,2,3,2,1,28,22,11.842,64.108
373,25,2498,1,2499,2,2,1,2,20,8,-2.888,26.8
374,25,2499,1,2499,2,1,1,1,8,20,26.8,-2.888
375,26,2590,0,2595,2,10,5,2,28,1,-7.798624069,61.82196192
376,26,2591,0,2595,2,9,5,1,1,28,61.82196192,-7.798624069
377,26,2592,0,2596,2,8,4,2,6,26,60.10063984,2.257422085
378,26,2593,0,2596,2,7,4,1,26,6,2.257422085,60.10063984
379,26,2594,0,2597,2,6,3,2,15,0,-1.866998448,14.85765828
380,26,2595,0,2597,2,5,3,1,0,15,14.85765828,-1.866998448
381,26,2596,0,2598,2,4,2,2,10.5,8,11.66161874,15.36378847
382,26,2597,0,2598,2,3,2,1,8,10.5,15.36378847,11.66161874
383,26,2598,0,2599,2,2,1,2,11,7,9.749505677,15.4638968
384,26,2599,0,2599,2,1,1,1,7,11,15.4638968,9.749505677
385,27,2686,1,2693,2,14,7,2,16,16,32.224,32.224
386,27,2687,1,2693,2,13,7,1,16,16,32.224,32.224
387,27,2688,1,2694,2,12,6,2,14,18.4,38.69808,22.32392
388,27,2689,1,2694,2,11,6,1,18.4,14,22.32392,38.69808
389,27,2690,1,2695,2,10,5,2,10,2,2.282,-14.214
390,27,2691,1,2695,2,9,5,1,2,10,-14.214,2.282
391,27,2692,1,2696,2,8,4,2,26,28,51.108,31.418
392,27,2693,1,2696,2,7,4,1,28,26,31.418,51.108
393,27,2694,1,2697,2,6,3,2,12,26,53.114,-21.212
394,27,2695,1,2697,2,5,3,1,26,12,-21.212,53.114
395,27,2696,1,2698,2,4,2,2,28,16,-17.192,66.928
396,27,2697,1,2698,2,3,2,1,16,28,66.928,-17.192
397,27,2698,1,2699,2,2,1,2,20,14.5,19.431375,43.1735
398,27,2699,1,2699,2,1,1,1,14.5,20,43.1735,19.431375
399,28,2778,0,2789,2,22,11,2,18.5,18.5,36.662125,36.662125
400,28,2779,0,2789,2,21,11,1,18.5,18.5,36.662125,36.662125
401,28,2780,0,2790,2,20,10,2,1,12,7.770453558,-2.194409826
402,28,2781,0,2790,2,19,10,1,12,1,-2.194409826,7.770453558
403,28,2782,0,2791,2,18,9,2,28,24,31.90627059,51.83813189
404,28,2783,0,2791,2,17,9,1,24,28,51.83813189,31.90627059
405,28,2784,0,2792,2,16,8,2,20,25.5,52.87850365,29.20950729
406,28,2785,0,2792,2,15,8,1,25.5,20,29.20950729,52.87850365
