"","Session","Crosssect","Comp","Pair","Period","Subject","Groupe","ID","Inv","OtherInv","Payoff","OtherPayoff"
"158",2,187,1,193,2,13,7,1,22,28,64.1079999999999,11.842
"159",2,187,1,193,23,13,7,1,18,16,29.548,37.898
"160",2,187,1,193,25,13,7,1,16,16,32.224,32.224
"161",2,187,1,193,13,13,7,1,18,22,48.682,25.1779999999999
"162",2,187,1,193,12,13,7,1,20,18,31.642,42.26
"163",2,187,1,193,3,13,7,1,26,20,14.596,60.058
"164",2,187,1,193,17,13,7,1,18,16,29.548,37.898
"165",2,187,1,193,20,13,7,1,18,16,29.548,37.898
"166",2,187,1,193,1,13,7,1,15,18,38.072,26.3975
"167",2,187,1,193,7,13,7,1,20,20,38.68,38.68
"168",2,187,1,193,28,13,7,1,16,15,29.4035,32.728
"169",2,187,1,193,24,13,7,1,18,16,29.548,37.898
"170",2,187,1,193,11,13,7,1,22,20,32.8759999999999,45.762
"171",2,187,1,193,5,13,7,1,22,20,32.8759999999999,45.762
"172",2,187,1,193,30,13,7,1,12,12,22.328,22.328
"173",2,187,1,193,8,13,7,1,18,20,42.26,31.642
"174",2,187,1,193,18,13,7,1,16,18,37.898,29.548
"175",2,187,1,193,6,13,7,1,20,20,38.68,38.68
"176",2,187,1,193,19,13,7,1,18,14,23.258,37.69
"177",2,187,1,193,4,13,7,1,20,21,42.2155,36.056
"178",2,187,1,193,29,13,7,1,13,14,27.428,25.2375
"179",2,187,1,193,9,13,7,1,20,21,42.2155,36.056
"180",2,187,1,193,10,13,7,1,22,20,32.8759999999999,45.762
"181",2,188,1,194,23,12,6,2,22,12,2.34799999999993,44.098
"182",2,188,1,194,21,12,6,2,6,14,9.914,8.26600000000002
"183",2,188,1,194,16,12,6,2,6,14,9.914,8.26600000000002
"184",2,188,1,194,3,12,6,2,6,10,5.386,9.09799999999999
"185",2,188,1,194,22,12,6,2,4,12,-1.72,5.704
"186",2,188,1,194,14,12,6,2,18,12,17.012,35.258
"187",2,188,1,194,7,12,6,2,0,14,-26.782,-5.85199999999998
"188",2,188,1,194,26,12,6,2,12,12,22.328,22.328
"189",2,188,1,194,27,12,6,2,14,14,27.706,27.706
"190",2,188,1,194,15,12,6,2,10,14,23.258,17.898
"191",2,188,1,194,2,12,6,2,4,14,-0.0939999999999994,3.51600000000002
"192",2,188,1,194,5,12,6,2,22,14,9.91399999999992,47.85
"193",2,188,1,194,29,12,6,2,12,14,26.594,22.78
"194",2,188,1,194,25,12,6,2,4,14,-0.0939999999999994,3.51600000000002
"195",2,188,1,194,12,12,6,2,8,14,17.698,13.06
"196",2,188,1,194,6,12,6,2,10,14,23.258,17.898
"197",2,188,1,194,28,12,6,2,22,14,9.91399999999992,47.85
"198",2,188,1,194,20,12,6,2,22,14,9.91399999999992,47.85
"199",2,188,1,194,13,12,6,2,4,14,-0.0939999999999994,3.51600000000002
"200",2,188,1,194,1,12,6,2,2,24,-6.836,-48.79
"201",2,188,1,194,4,12,6,2,12,12,22.328,22.328
"202",2,188,1,194,30,12,6,2,14,12,22.78,26.594
"203",2,188,1,194,11,12,6,2,28,14,-26.782,63.42
"204",2,188,1,194,18,12,6,2,18,10,10.81,30.602
"205",2,188,1,194,9,12,6,2,8,14,17.698,13.06
"206",2,188,1,194,17,12,6,2,2,12,-13.292,1.658
"207",2,188,1,194,24,12,6,2,6,14,9.914,8.26600000000002
"208",2,188,1,194,10,12,6,2,20,14,17.698,42.748
"209",2,188,1,194,19,12,6,2,24,12,-8.32000000000004,48.584
"210",2,188,1,194,8,12,6,2,26,14,-12.326,58.186
"211",2,189,1,194,15,11,6,1,14,10,17.898,23.258
"212",2,189,1,194,16,11,6,1,14,6,8.26600000000002,9.914
"213",2,189,1,194,21,11,6,1,14,6,8.26600000000002,9.914
"214",2,189,1,194,11,11,6,1,14,28,63.42,-26.782
"215",2,189,1,194,23,11,6,1,12,22,44.098,2.34799999999993
"216",2,189,1,194,3,11,6,1,10,6,9.09799999999999,5.386
"217",2,189,1,194,20,11,6,1,14,22,47.85,9.91399999999992
"218",2,189,1,194,27,11,6,1,14,14,27.706,27.706
"219",2,189,1,194,12,11,6,1,14,8,13.06,17.698
"220",2,189,1,194,7,11,6,1,14,0,-5.85199999999998,-26.782
"221",2,189,1,194,26,11,6,1,12,12,22.328,22.328
"222",2,189,1,194,19,11,6,1,12,24,48.584,-8.32000000000004
"223",2,189,1,194,22,11,6,1,12,4,5.704,-1.72
"224",2,189,1,194,14,11,6,1,12,18,35.258,17.012
"225",2,189,1,194,2,11,6,1,14,4,3.51600000000002,-0.0939999999999994
"226",2,189,1,194,29,11,6,1,14,12,22.78,26.594
"227",2,189,1,194,5,11,6,1,14,22,47.85,9.91399999999992
"228",2,189,1,194,6,11,6,1,14,10,17.898,23.258
"229",2,189,1,194,13,11,6,1,14,4,3.51600000000002,-0.0939999999999994
"230",2,189,1,194,28,11,6,1,14,22,47.85,9.91399999999992
"231",2,189,1,194,30,11,6,1,12,14,26.594,22.78
"232",2,189,1,194,25,11,6,1,14,4,3.51600000000002,-0.0939999999999994
"233",2,189,1,194,18,11,6,1,10,18,30.602,10.81
"234",2,189,1,194,1,11,6,1,24,2,-48.79,-6.836
"235",2,189,1,194,10,11,6,1,14,20,42.748,17.698
"236",2,189,1,194,24,11,6,1,14,6,8.26600000000002,9.914
"237",2,189,1,194,9,11,6,1,14,8,13.06,17.698
"238",2,189,1,194,17,11,6,1,12,2,1.658,-13.292
"239",2,189,1,194,4,11,6,1,12,12,22.328,22.328
"240",2,189,1,194,8,11,6,1,14,26,58.186,-12.326
"241",2,190,1,195,7,10,5,2,12,12,22.328,22.328
"242",2,190,1,195,1,10,5,2,8,12,14.752,13.928
"243",2,190,1,195,8,10,5,2,14,14,27.706,27.706
"244",2,190,1,195,2,10,5,2,10,10,16.09,16.09
"245",2,190,1,195,9,10,5,2,16,16,32.224,32.224
"246",2,190,1,195,6,10,5,2,10,18,30.602,10.81
"247",2,190,1,195,4,10,5,2,16,8,9.96800000000001,20.688
"248",2,190,1,195,23,10,5,2,18,18,35.882,35.882
"249",2,190,1,195,5,10,5,2,18,12,17.012,35.258
"250",2,190,1,195,26,10,5,2,24,24,41.696,41.696
"251",2,190,1,195,20,10,5,2,12,12,22.328,22.328
"252",2,190,1,195,21,10,5,2,14,14,27.706,27.706
"253",2,190,1,195,15,10,5,2,18,20,42.26,31.642
"254",2,190,1,195,28,10,5,2,20,24,52.888,24.848
"255",2,190,1,195,27,10,5,2,24,24,41.696,41.696
"256",2,190,1,195,22,10,5,2,16,16,32.224,32.224
"257",2,190,1,195,25,10,5,2,22,22,40.6179999999999,40.6179999999999
"258",2,190,1,195,3,10,5,2,10,16,26.908,15.466
"259",2,190,1,195,29,10,5,2,12,12,22.328,22.328
"260",2,190,1,195,14,10,5,2,26,24,32.764,50.186
"261",2,190,1,195,24,10,5,2,20,20,38.68,38.68
"262",2,190,1,195,16,10,5,2,10,18,30.602,10.81
"263",2,190,1,195,10,10,5,2,18,18,35.882,35.882
"264",2,190,1,195,30,10,5,2,8,12,14.752,13.928
"265",2,190,1,195,13,10,5,2,24,24,41.696,41.696
"266",2,190,1,195,18,10,5,2,14,16,32.676,26.594
"267",2,190,1,195,12,10,5,2,22,22,40.6179999999999,40.6179999999999
"268",2,190,1,195,19,10,5,2,18,14,23.258,37.69
"269",2,190,1,195,11,10,5,2,20,20,38.68,38.68
"270",2,190,1,195,17,10,5,2,12,12,22.328,22.328
"271",2,191,1,195,14,9,5,1,24,26,50.186,32.764
"272",2,191,1,195,20,9,5,1,12,12,22.328,22.328
"273",2,191,1,195,12,9,5,1,22,22,40.6179999999999,40.6179999999999
"274",2,191,1,195,19,9,5,1,14,18,37.69,23.258
"275",2,191,1,195,13,9,5,1,24,24,41.696,41.696
"276",2,191,1,195,18,9,5,1,16,14,26.594,32.676
"277",2,191,1,195,1,9,5,1,12,8,13.928,14.752
"278",2,191,1,195,21,9,5,1,14,14,27.706,27.706
"279",2,191,1,195,15,9,5,1,20,18,31.642,42.26
"280",2,191,1,195,7,9,5,1,12,12,22.328,22.328
"281",2,191,1,195,17,9,5,1,12,12,22.328,22.328
"282",2,191,1,195,2,9,5,1,10,10,16.09,16.09
"283",2,191,1,195,28,9,5,1,24,20,24.848,52.888
"284",2,191,1,195,6,9,5,1,18,10,10.81,30.602
"285",2,191,1,195,9,9,5,1,16,16,32.224,32.224
"286",2,191,1,195,4,9,5,1,8,16,20.688,9.96800000000001
"287",2,191,1,195,3,9,5,1,16,10,15.466,26.908
"288",2,191,1,195,16,9,5,1,18,10,10.81,30.602
"289",2,191,1,195,10,9,5,1,18,18,35.882,35.882
"290",2,191,1,195,11,9,5,1,20,20,38.68,38.68
"291",2,191,1,195,5,9,5,1,12,18,35.258,17.012
"292",2,191,1,195,26,9,5,1,24,24,41.696,41.696
"293",2,191,1,195,8,9,5,1,14,14,27.706,27.706
"294",2,191,1,195,27,9,5,1,24,24,41.696,41.696
"295",2,191,1,195,25,9,5,1,22,22,40.6179999999999,40.6179999999999
"296",2,191,1,195,22,9,5,1,16,16,32.224,32.224
"297",2,191,1,195,29,9,5,1,12,12,22.328,22.328
"298",2,191,1,195,23,9,5,1,18,18,35.882,35.882
"299",2,191,1,195,30,9,5,1,12,8,13.928,14.752
"300",2,191,1,195,24,9,5,1,20,20,38.68,38.68
"301",2,192,1,196,23,8,4,2,12,16,30.904,21.008
"302",2,192,1,196,27,8,4,2,14,16,32.676,26.594
"303",2,192,1,196,14,8,4,2,16,14.8,28.84072,32.76208
"304",2,192,1,196,22,8,4,2,14,14,27.706,27.706
"305",2,192,1,196,7,8,4,2,18,18,35.882,35.882
"306",2,192,1,196,21,8,4,2,16,16,32.224,32.224
"307",2,192,1,196,30,8,4,2,14,11.6,21.80008,26.10472
"308",2,192,1,196,13,8,4,2,16,14,26.594,32.676
"309",2,192,1,196,6,8,4,2,22,18,25.1779999999999,48.682
"310",2,192,1,196,1,8,4,2,28,15,-21.9925,65.452
"311",2,192,1,196,3,8,4,2,10,18,30.602,10.81
"312",2,192,1,196,18,8,4,2,15,14,27.428,30.1855
"313",2,192,1,196,25,8,4,2,12,10,18.106,19.652
"314",2,192,1,196,26,8,4,2,13,13,25.1245,25.1245
"315",2,192,1,196,2,8,4,2,18,8,4.65200000000004,23.722
"316",2,192,1,196,29,8,4,2,13,28,60.832,-31.5605
"317",2,192,1,196,17,8,4,2,14,18,37.69,23.258
"318",2,192,1,196,9,8,4,2,18,14,23.258,37.69
"319",2,192,1,196,12,8,4,2,2,12,-13.292,1.658
"320",2,192,1,196,5,8,4,2,18,18,35.882,35.882
"321",2,192,1,196,24,8,4,2,13,18,36.752,20.1295
"322",2,192,1,196,19,8,4,2,15,16,32.728,29.4035
"323",2,192,1,196,4,8,4,2,18,28,68.212,-7.55799999999998
"324",2,192,1,196,11,8,4,2,18,12,17.012,35.258
"325",2,192,1,196,28,8,4,2,11,14,25.204,20.3335
"326",2,192,1,196,8,8,4,2,16,28,66.928,-17.192
"327",2,192,1,196,20,8,4,2,16,10,15.466,26.908
"328",2,192,1,196,10,8,4,2,16,10,15.466,26.908
"329",2,192,1,196,15,8,4,2,14,14,27.706,27.706
"330",2,192,1,196,16,8,4,2,15,28,65.452,-21.9925
"331",2,193,1,196,23,7,4,1,16,12,21.008,30.904
"332",2,193,1,196,12,7,4,1,12,2,1.658,-13.292
"333",2,193,1,196,21,7,4,1,16,16,32.224,32.224
"334",2,193,1,196,7,7,4,1,18,18,35.882,35.882
"335",2,193,1,196,14,7,4,1,14.8,16,32.76208,28.84072
"336",2,193,1,196,22,7,4,1,14,14,27.706,27.706
"337",2,193,1,196,13,7,4,1,14,16,32.676,26.594
"338",2,193,1,196,20,7,4,1,10,16,26.908,15.466
"339",2,193,1,196,1,7,4,1,15,28,65.452,-21.9925
"340",2,193,1,196,27,7,4,1,16,14,26.594,32.676
"341",2,193,1,196,30,7,4,1,11.6,14,26.10472,21.80008
"342",2,193,1,196,18,7,4,1,14,15,30.1855,27.428
"343",2,193,1,196,11,7,4,1,12,18,35.258,17.012
"344",2,193,1,196,3,7,4,1,18,10,10.81,30.602
"345",2,193,1,196,25,7,4,1,10,12,19.652,18.106
"346",2,193,1,196,19,7,4,1,16,15,29.4035,32.728
"347",2,193,1,196,6,7,4,1,18,22,48.682,25.1779999999999
"348",2,193,1,196,2,7,4,1,8,18,23.722,4.65200000000004
"349",2,193,1,196,26,7,4,1,13,13,25.1245,25.1245
"350",2,193,1,196,29,7,4,1,28,13,-31.5605,60.832
"351",2,193,1,196,16,7,4,1,28,15,-21.9925,65.452
"352",2,193,1,196,4,7,4,1,28,18,-7.55799999999998,68.212
"353",2,193,1,196,5,7,4,1,18,18,35.882,35.882
"354",2,193,1,196,24,7,4,1,18,13,20.1295,36.752
"355",2,193,1,196,17,7,4,1,18,14,23.258,37.69
"356",2,193,1,196,9,7,4,1,14,18,37.69,23.258
"357",2,193,1,196,28,7,4,1,14,11,20.3335,25.204
"358",2,193,1,196,15,7,4,1,14,14,27.706,27.706
"359",2,193,1,196,10,7,4,1,10,16,26.908,15.466
"360",2,193,1,196,8,7,4,1,28,16,-17.192,66.928
"361",2,194,1,197,21,6,3,2,14,18,37.69,23.258
"362",2,194,1,197,22,6,3,2,16,18,37.898,29.548
"363",2,194,1,197,2,6,3,2,28,18,-7.55799999999998,68.212
"364",2,194,1,197,27,6,3,2,6,14,9.914,8.26600000000002
"365",2,194,1,197,12,6,3,2,16,14,26.594,32.676
"366",2,194,1,197,25,6,3,2,8,16,20.688,9.96800000000001
"367",2,194,1,197,13,6,3,2,26,18,5.57799999999996,61.658
"368",2,194,1,197,23,6,3,2,16,16,32.224,32.224
"369",2,194,1,197,1,6,3,2,18,18,35.882,35.882
"370",2,194,1,197,26,6,3,2,12,12,22.328,22.328
"371",2,194,1,197,20,6,3,2,12,22,44.098,2.34799999999993
"372",2,194,1,197,7,6,3,2,16,18,37.898,29.548
"373",2,194,1,197,3,6,3,2,18,12,17.012,35.258
"374",2,194,1,197,24,6,3,2,6,18,14.618,-1.46199999999996
"375",2,194,1,197,30,6,3,2,18,18,35.882,35.882
"376",2,194,1,197,11,6,3,2,28,18,-7.55799999999998,68.212
"377",2,194,1,197,14,6,3,2,18,18,35.882,35.882
"378",2,194,1,197,28,6,3,2,10,12,19.652,18.106
"379",2,194,1,197,19,6,3,2,12,18,35.258,17.012
"380",2,194,1,197,18,6,3,2,8,12,14.752,13.928
"381",2,194,1,197,6,6,3,2,22,28,64.1079999999999,11.842
"382",2,194,1,197,8,6,3,2,20,12,10.792,39.656
"383",2,194,1,197,29,6,3,2,8,14,17.698,13.06
"384",2,194,1,197,16,6,3,2,6,18,14.618,-1.46199999999996
"385",2,194,1,197,10,6,3,2,18,28,68.212,-7.55799999999998
"386",2,194,1,197,15,6,3,2,28,18,-7.55799999999998,68.212
"387",2,194,1,197,17,6,3,2,6,18,14.618,-1.46199999999996
"388",2,194,1,197,5,6,3,2,22,18,25.1779999999999,48.682
"389",2,194,1,197,4,6,3,2,12,18,35.258,17.012
"390",2,194,1,197,9,6,3,2,18,18,35.882,35.882
"391",2,195,1,197,7,5,3,1,18,16,29.548,37.898
"392",2,195,1,197,11,5,3,1,18,28,68.212,-7.55799999999998
"393",2,195,1,197,14,5,3,1,18,18,35.882,35.882
"394",2,195,1,197,13,5,3,1,18,26,61.658,5.57799999999996
"395",2,195,1,197,6,5,3,1,28,22,11.842,64.1079999999999
"396",2,195,1,197,1,5,3,1,18,18,35.882,35.882
"397",2,195,1,197,2,5,3,1,18,28,68.212,-7.55799999999998
"398",2,195,1,197,10,5,3,1,28,18,-7.55799999999998,68.212
"399",2,195,1,197,4,5,3,1,18,12,17.012,35.258
"400",2,195,1,197,5,5,3,1,18,22,48.682,25.1779999999999
"401",2,195,1,197,12,5,3,1,14,16,32.676,26.594
"402",2,195,1,197,17,5,3,1,18,6,-1.46199999999996,14.618
"403",2,195,1,197,8,5,3,1,12,20,39.656,10.792
"404",2,195,1,197,9,5,3,1,18,18,35.882,35.882
"405",2,195,1,197,21,5,3,1,18,14,23.258,37.69
"406",2,195,1,197,15,5,3,1,18,28,68.212,-7.55799999999998
"407",2,195,1,197,24,5,3,1,18,6,-1.46199999999996,14.618
"408",2,195,1,197,27,5,3,1,14,6,8.26600000000002,9.914
"409",2,195,1,197,22,5,3,1,18,16,29.548,37.898
"410",2,195,1,197,23,5,3,1,16,16,32.224,32.224
"411",2,195,1,197,28,5,3,1,12,10,18.106,19.652
"412",2,195,1,197,25,5,3,1,16,8,9.96800000000001,20.688
"413",2,195,1,197,20,5,3,1,22,12,2.34799999999993,44.098
"414",2,195,1,197,3,5,3,1,12,18,35.258,17.012
"415",2,195,1,197,26,5,3,1,12,12,22.328,22.328
"416",2,195,1,197,30,5,3,1,18,18,35.882,35.882
"417",2,195,1,197,18,5,3,1,12,8,13.928,14.752
"418",2,195,1,197,19,5,3,1,18,12,17.012,35.258
"419",2,195,1,197,16,5,3,1,18,6,-1.46199999999996,14.618
"420",2,195,1,197,29,5,3,1,14,8,13.06,17.698
"421",2,196,1,198,7,4,2,2,2,22,-8.022,-34.8220000000001
"422",2,196,1,198,14,4,2,2,16,20.2,44.19022,24.03568
"423",2,196,1,198,20,4,2,2,16,14.6,28.27838,32.77392
"424",2,196,1,198,27,4,2,2,14.5,19.3,41.340445,21.572605
"425",2,196,1,198,21,4,2,2,14.6,16.6,34.3329,27.5705
"426",2,196,1,198,19,4,2,2,17,20,43.216,28.1395
"427",2,196,1,198,13,4,2,2,20.7,24,51.57158,27.7836949999999
"428",2,196,1,198,25,4,2,2,15.6,12.5,22.899695,30.65698
